step,phase,J,best_so_far
1,random,-0.34714,-0.34714
2,random,-0.28449,-0.28449
3,random,-0.2034,-0.2034
4,random,-0.18451,-0.18451
5,random,-0.18619,-0.18451
6,random,-0.3565,-0.18451
7,random,-0.31492,-0.18451
8,random,-0.14267,-0.14267
9,random,-0.23089,-0.14267
10,random,-0.2226,-0.14267
11,random,-0.32805,-0.14267
12,random,-0.19068,-0.14267
13,random,-0.36383,-0.14267
14,random,-0.30389,-0.14267
15,random,-0.18102,-0.14267
16,random,-0.36409,-0.14267
17,random,-0.199,-0.14267
18,random,-0.22133,-0.14267
19,random,-0.20422,-0.14267
20,random,-0.38346,-0.14267
21,random,-0.32098,-0.14267
22,random,-0.32993,-0.14267
23,random,-0.22577,-0.14267
24,random,-0.17707,-0.14267
25,random,-0.17574,-0.14267
26,random,-0.29021,-0.14267
27,random,-0.17664,-0.14267
28,random,-0.16576,-0.14267
29,random,-0.16403,-0.14267
30,random,-0.22557,-0.14267
31,random,-0.22471,-0.14267
32,random,-0.20079,-0.14267
33,random,-0.32386,-0.14267
34,random,-0.25328,-0.14267
35,random,-0.19916,-0.14267
36,random,-0.19951,-0.14267
37,random,-0.23732,-0.14267
38,random,-0.20681,-0.14267
39,random,-0.31201,-0.14267
40,random,-0.2971,-0.14267
41,gp,-0.14408,-0.14267
42,gp,-0.11271,-0.11271
43,gp,-0.17459,-0.11271
44,gp,-0.11099,-0.11099
45,gp,-0.16285,-0.11099
46,gp,-0.06816,-0.06816
47,gp,-0.05994,-0.05994
48,gp,-0.1388,-0.05994
49,gp,-0.12037,-0.05994
50,gp,-0.08645,-0.05994
51,gp,-0.1509,-0.05994
52,gp,-0.07844,-0.05994
53,gp,-0.10479,-0.05994
54,gp,-0.11558,-0.05994
55,gp,-0.08106,-0.05994
56,gp,-0.05826,-0.05826
57,gp,-0.05136,-0.05136
58,gp,-0.12176,-0.05136
59,gp,-0.12448,-0.05136
60,gp,-0.08148,-0.05136
61,gp,-0.09458,-0.05136
62,gp,-0.13685,-0.05136
63,gp,-0.04462,-0.04462
64,gp,-0.09029,-0.04462
65,gp,-0.0337,-0.0337
66,gp,-0.08243,-0.0337
67,gp,-0.14741,-0.0337
68,gp,-0.08014,-0.0337
69,gp,-0.23979,-0.0337
70,gp,-0.1014,-0.0337
71,gp,-0.18897,-0.0337
72,gp,-0.08976,-0.0337
73,gp,-0.07911,-0.0337
74,gp,-0.10377,-0.0337
75,gp,-0.11338,-0.0337
76,gp,-0.11193,-0.0337
77,gp,-0.11567,-0.0337
78,gp,-0.09758,-0.0337
79,gp,-0.08641,-0.0337
80,gp,-0.07681,-0.0337
81,gp,-0.09558,-0.0337
82,gp,-0.11399,-0.0337
83,gp,-0.19057,-0.0337
84,gp,-0.07067,-0.0337
85,gp,-0.09785,-0.0337
86,gp,-0.12433,-0.0337
87,gp,-0.1321,-0.0337
88,gp,-0.07486,-0.0337
89,gp,-0.14501,-0.0337
90,gp,-0.08818,-0.0337
91,gp,-0.13435,-0.0337
92,gp,-0.0472,-0.0337
93,gp,-0.09752,-0.0337
94,gp,-0.09704,-0.0337
95,gp,-0.10512,-0.0337
96,gp,-0.11441,-0.0337
97,gp,-0.10385,-0.0337
98,gp,-0.11683,-0.0337
99,gp,-0.12601,-0.0337
100,gp,-0.06289,-0.0337
101,gp,-0.10447,-0.0337
102,gp,-0.20922,-0.0337
103,gp,-0.07095,-0.0337
104,gp,-0.15737,-0.0337
105,gp,-0.19595,-0.0337
106,gp,-0.1055,-0.0337
107,gp,-0.10072,-0.0337
108,gp,-0.09727,-0.0337
109,gp,-0.11387,-0.0337
110,gp,-0.08197,-0.0337
111,gp,-0.11043,-0.0337
112,gp,-0.05229,-0.0337
113,gp,-0.08491,-0.0337
114,gp,-0.06714,-0.0337
115,gp,-0.13136,-0.0337
116,gp,-0.1078,-0.0337
117,gp,-0.27944,-0.0337
118,gp,-0.04061,-0.0337
119,gp,-0.11014,-0.0337
120,gp,-0.13287,-0.0337
