step,phase,J,best_so_far
1,random,-0.31527,-0.31527
2,random,-0.32104,-0.31527
3,random,-0.22317,-0.22317
4,random,-0.29508,-0.22317
5,random,-0.22137,-0.22137
6,random,-0.20519,-0.20519
7,random,-0.32389,-0.20519
8,random,-0.13781,-0.13781
9,random,-0.28,-0.13781
10,random,-0.31355,-0.13781
11,random,-0.16006,-0.13781
12,random,-0.1782,-0.13781
13,random,-0.30038,-0.13781
14,random,-0.27102,-0.13781
15,random,-0.28602,-0.13781
16,random,-0.28422,-0.13781
17,random,-0.26948,-0.13781
18,random,-0.2922,-0.13781
19,random,-0.2214,-0.13781
20,random,-0.31531,-0.13781
21,random,-0.29034,-0.13781
22,random,-0.28077,-0.13781
23,random,-0.29361,-0.13781
24,random,-0.30554,-0.13781
25,random,-0.28336,-0.13781
26,random,-0.25211,-0.13781
27,random,-0.28878,-0.13781
28,random,-0.30096,-0.13781
29,random,-0.21935,-0.13781
30,random,-0.31694,-0.13781
31,random,-0.32176,-0.13781
32,random,-0.23491,-0.13781
33,random,-0.2883,-0.13781
34,random,-0.30673,-0.13781
35,random,-0.24344,-0.13781
36,random,-0.23766,-0.13781
37,random,-0.30292,-0.13781
38,random,-0.1737,-0.13781
39,random,-0.23161,-0.13781
40,random,-0.30826,-0.13781
41,gp,-0.11391,-0.11391
42,gp,-0.19433,-0.11391
43,gp,-0.1701,-0.11391
44,gp,-0.13142,-0.11391
45,gp,-0.13776,-0.11391
46,gp,-0.0965,-0.0965
47,gp,-0.13279,-0.0965
48,gp,-0.22112,-0.0965
49,gp,-0.26151,-0.0965
50,gp,-0.14505,-0.0965
51,gp,-0.12679,-0.0965
52,gp,-0.13063,-0.0965
53,gp,-0.20466,-0.0965
54,gp,-0.13406,-0.0965
55,gp,-0.11217,-0.0965
56,gp,-0.06231,-0.06231
57,gp,-0.12567,-0.06231
58,gp,-0.19541,-0.06231
59,gp,-0.11939,-0.06231
60,gp,-0.19053,-0.06231
61,gp,-0.18996,-0.06231
62,gp,-0.1386,-0.06231
63,gp,-0.18049,-0.06231
64,gp,-0.25464,-0.06231
65,gp,-0.18453,-0.06231
66,gp,-0.18972,-0.06231
67,gp,-0.1958,-0.06231
68,gp,-0.12946,-0.06231
69,gp,-0.18674,-0.06231
70,gp,-0.10656,-0.06231
71,gp,-0.11021,-0.06231
72,gp,-0.13564,-0.06231
73,gp,-0.15169,-0.06231
74,gp,-0.14495,-0.06231
75,gp,-0.14262,-0.06231
76,gp,-0.16894,-0.06231
77,gp,-0.14301,-0.06231
78,gp,-0.14626,-0.06231
79,gp,-0.12179,-0.06231
80,gp,-0.11311,-0.06231
81,gp,-0.16166,-0.06231
82,gp,-0.21354,-0.06231
83,gp,-0.13642,-0.06231
84,gp,-0.11274,-0.06231
85,gp,-0.2068,-0.06231
86,gp,-0.15651,-0.06231
87,gp,-0.10097,-0.06231
88,gp,-0.12324,-0.06231
89,gp,-0.21218,-0.06231
90,gp,-0.15666,-0.06231
91,gp,-0.17767,-0.06231
92,gp,-0.12598,-0.06231
93,gp,-0.24488,-0.06231
94,gp,-0.11639,-0.06231
95,gp,-0.13611,-0.06231
96,gp,-0.1322,-0.06231
97,gp,-0.1531,-0.06231
98,gp,-0.21535,-0.06231
99,gp,-0.11115,-0.06231
100,gp,-0.09737,-0.06231
101,gp,-0.28573,-0.06231
102,gp,-0.11884,-0.06231
103,gp,-0.20591,-0.06231
104,gp,-0.13588,-0.06231
105,gp,-0.04549,-0.04549
106,gp,-0.1793,-0.04549
107,gp,-0.09593,-0.04549
108,gp,-0.19185,-0.04549
109,gp,-0.11944,-0.04549
110,gp,-0.14379,-0.04549
111,gp,-0.15413,-0.04549
112,gp,-0.18058,-0.04549
113,gp,-0.15124,-0.04549
114,gp,-0.15982,-0.04549
115,gp,-0.13106,-0.04549
116,gp,-0.18297,-0.04549
117,gp,-0.28026,-0.04549
118,gp,-0.20878,-0.04549
119,gp,-0.08756,-0.04549
120,gp,-0.21291,-0.04549
