step,phase,J,best_so_far
1,random,-0.33832,-0.33832
2,random,-0.2594,-0.2594
3,random,-0.20697,-0.20697
4,random,-0.14399,-0.14399
5,random,-0.17501,-0.14399
6,random,-0.37381,-0.14399
7,random,-0.25899,-0.14399
8,random,-0.20001,-0.14399
9,random,-0.16411,-0.14399
10,random,-0.17094,-0.14399
11,random,-0.37398,-0.14399
12,random,-0.19398,-0.14399
13,random,-0.36679,-0.14399
14,random,-0.27053,-0.14399
15,random,-0.1613,-0.14399
16,random,-0.37073,-0.14399
17,random,-0.19092,-0.14399
18,random,-0.193,-0.14399
19,random,-0.19962,-0.14399
20,random,-0.3676,-0.14399
21,random,-0.28753,-0.14399
22,random,-0.26323,-0.14399
23,random,-0.15767,-0.14399
24,random,-0.1257,-0.1257
25,random,-0.14772,-0.1257
26,random,-0.27125,-0.1257
27,random,-0.16289,-0.1257
28,random,-0.16012,-0.1257
29,random,-0.16827,-0.1257
30,random,-0.1835,-0.1257
31,random,-0.19796,-0.1257
32,random,-0.19915,-0.1257
33,random,-0.27832,-0.1257
34,random,-0.22987,-0.1257
35,random,-0.20631,-0.1257
36,random,-0.17156,-0.1257
37,random,-0.21725,-0.1257
38,random,-0.24414,-0.1257
39,random,-0.31702,-0.1257
40,random,-0.26881,-0.1257
41,gp,-0.09678,-0.09678
42,gp,-0.07903,-0.07903
43,gp,-0.1453,-0.07903
44,gp,-0.05841,-0.05841
45,gp,-0.16412,-0.05841
46,gp,-0.05445,-0.05445
47,gp,-0.14264,-0.05445
48,gp,-0.12157,-0.05445
49,gp,-0.08981,-0.05445
50,gp,-0.07322,-0.05445
51,gp,-0.1002,-0.05445
52,gp,-0.0789,-0.05445
53,gp,-0.1095,-0.05445
54,gp,-0.0814,-0.05445
55,gp,-0.06691,-0.05445
56,gp,-0.09759,-0.05445
57,gp,-0.08242,-0.05445
58,gp,-0.09254,-0.05445
59,gp,-0.08706,-0.05445
60,gp,-0.05314,-0.05314
61,gp,-0.1122,-0.05314
62,gp,-0.09618,-0.05314
63,gp,-0.10262,-0.05314
64,gp,-0.0568,-0.05314
65,gp,-0.15322,-0.05314
66,gp,-0.08235,-0.05314
67,gp,-0.09473,-0.05314
68,gp,-0.09113,-0.05314
69,gp,-0.12228,-0.05314
70,gp,-0.10404,-0.05314
71,gp,-0.07026,-0.05314
72,gp,-0.11589,-0.05314
73,gp,-0.07236,-0.05314
74,gp,-0.10132,-0.05314
75,gp,-0.0783,-0.05314
76,gp,-0.10056,-0.05314
77,gp,-0.14845,-0.05314
78,gp,-0.09767,-0.05314
79,gp,-0.12913,-0.05314
80,gp,-0.10424,-0.05314
81,gp,-0.07384,-0.05314
82,gp,-0.09229,-0.05314
83,gp,-0.10588,-0.05314
84,gp,-0.09498,-0.05314
85,gp,-0.06603,-0.05314
86,gp,-0.12982,-0.05314
87,gp,-0.0964,-0.05314
88,gp,-0.06039,-0.05314
89,gp,-0.18127,-0.05314
90,gp,-0.07035,-0.05314
91,gp,-0.07976,-0.05314
92,gp,-0.06894,-0.05314
93,gp,-0.05696,-0.05314
94,gp,-0.10764,-0.05314
95,gp,-0.10067,-0.05314
96,gp,-0.10075,-0.05314
97,gp,-0.0595,-0.05314
98,gp,-0.08092,-0.05314
99,gp,-0.07311,-0.05314
100,gp,-0.07975,-0.05314
101,gp,-0.09143,-0.05314
102,gp,-0.10689,-0.05314
103,gp,-0.0782,-0.05314
104,gp,-0.12035,-0.05314
105,gp,-0.18523,-0.05314
106,gp,-0.0827,-0.05314
107,gp,-0.09628,-0.05314
108,gp,-0.07902,-0.05314
109,gp,-0.05444,-0.05314
110,gp,-0.0783,-0.05314
111,gp,-0.09939,-0.05314
112,gp,-0.10967,-0.05314
113,gp,-0.134,-0.05314
114,gp,-0.09288,-0.05314
115,gp,-0.14814,-0.05314
116,gp,-0.09911,-0.05314
117,gp,-0.09417,-0.05314
118,gp,-0.0707,-0.05314
119,gp,-0.07322,-0.05314
120,gp,-0.11553,-0.05314
