step,phase,J,best_so_far
1,random,-0.31659,-0.31659
2,random,-0.33475,-0.31659
3,random,-0.19419,-0.19419
4,random,-0.29441,-0.19419
5,random,-0.22078,-0.19419
6,random,-0.18897,-0.18897
7,random,-0.32442,-0.18897
8,random,-0.11414,-0.11414
9,random,-0.25893,-0.11414
10,random,-0.29384,-0.11414
11,random,-0.21857,-0.11414
12,random,-0.19859,-0.11414
13,random,-0.2984,-0.11414
14,random,-0.26753,-0.11414
15,random,-0.27422,-0.11414
16,random,-0.28612,-0.11414
17,random,-0.27811,-0.11414
18,random,-0.25787,-0.11414
19,random,-0.20262,-0.11414
20,random,-0.30923,-0.11414
21,random,-0.30837,-0.11414
22,random,-0.24774,-0.11414
23,random,-0.25402,-0.11414
24,random,-0.29626,-0.11414
25,random,-0.22731,-0.11414
26,random,-0.23798,-0.11414
27,random,-0.28942,-0.11414
28,random,-0.3116,-0.11414
29,random,-0.21573,-0.11414
30,random,-0.30376,-0.11414
31,random,-0.32828,-0.11414
32,random,-0.19747,-0.11414
33,random,-0.32184,-0.11414
34,random,-0.31913,-0.11414
35,random,-0.24818,-0.11414
36,random,-0.22034,-0.11414
37,random,-0.271,-0.11414
38,random,-0.17592,-0.11414
39,random,-0.24597,-0.11414
40,random,-0.30792,-0.11414
41,gp,-0.22443,-0.11414
42,gp,-0.11538,-0.11414
43,gp,-0.18919,-0.11414
44,gp,-0.14729,-0.11414
45,gp,-0.12858,-0.11414
46,gp,-0.06057,-0.06057
47,gp,-0.12595,-0.06057
48,gp,-0.17142,-0.06057
49,gp,-0.07541,-0.06057
50,gp,-0.11117,-0.06057
51,gp,-0.14105,-0.06057
52,gp,-0.11799,-0.06057
53,gp,-0.08031,-0.06057
54,gp,-0.18934,-0.06057
55,gp,-0.20963,-0.06057
56,gp,-0.15836,-0.06057
57,gp,-0.1209,-0.06057
58,gp,-0.1423,-0.06057
59,gp,-0.1948,-0.06057
60,gp,-0.09519,-0.06057
61,gp,-0.15892,-0.06057
62,gp,-0.12092,-0.06057
63,gp,-0.26269,-0.06057
64,gp,-0.20746,-0.06057
65,gp,-0.16483,-0.06057
66,gp,-0.11922,-0.06057
67,gp,-0.13272,-0.06057
68,gp,-0.19936,-0.06057
69,gp,-0.09825,-0.06057
70,gp,-0.10843,-0.06057
71,gp,-0.11621,-0.06057
72,gp,-0.09165,-0.06057
73,gp,-0.06768,-0.06057
74,gp,-0.10538,-0.06057
75,gp,-0.22167,-0.06057
76,gp,-0.13383,-0.06057
77,gp,-0.12355,-0.06057
78,gp,-0.13822,-0.06057
79,gp,-0.07229,-0.06057
80,gp,-0.15873,-0.06057
81,gp,-0.16015,-0.06057
82,gp,-0.11195,-0.06057
83,gp,-0.10678,-0.06057
84,gp,-0.16604,-0.06057
85,gp,-0.16143,-0.06057
86,gp,-0.1896,-0.06057
87,gp,-0.10521,-0.06057
88,gp,-0.09801,-0.06057
89,gp,-0.22975,-0.06057
90,gp,-0.16744,-0.06057
91,gp,-0.09524,-0.06057
92,gp,-0.11712,-0.06057
93,gp,-0.25837,-0.06057
94,gp,-0.16277,-0.06057
95,gp,-0.26771,-0.06057
96,gp,-0.07469,-0.06057
97,gp,-0.14258,-0.06057
98,gp,-0.08025,-0.06057
99,gp,-0.15995,-0.06057
100,gp,-0.11096,-0.06057
101,gp,-0.19402,-0.06057
102,gp,-0.0993,-0.06057
103,gp,-0.08668,-0.06057
104,gp,-0.11888,-0.06057
105,gp,-0.0846,-0.06057
106,gp,-0.09579,-0.06057
107,gp,-0.07729,-0.06057
108,gp,-0.11578,-0.06057
109,gp,-0.22521,-0.06057
110,gp,-0.12088,-0.06057
111,gp,-0.09853,-0.06057
112,gp,-0.09833,-0.06057
113,gp,-0.16336,-0.06057
114,gp,-0.17597,-0.06057
115,gp,-0.28312,-0.06057
116,gp,-0.11999,-0.06057
117,gp,-0.18646,-0.06057
118,gp,-0.1547,-0.06057
119,gp,-0.3049,-0.06057
120,gp,-0.09575,-0.06057
