step,phase,J,best_so_far
1,random,-0.27196,-0.27196
2,random,-0.19904,-0.19904
3,random,-0.18339,-0.18339
4,random,-0.13037,-0.13037
5,random,-0.13887,-0.13037
6,random,-0.22573,-0.13037
7,random,-0.25743,-0.13037
8,random,-0.11896,-0.11896
9,random,-0.19605,-0.11896
10,random,-0.19021,-0.11896
11,random,-0.18136,-0.11896
12,random,-0.14719,-0.11896
13,random,-0.22764,-0.11896
14,random,-0.23328,-0.11896
15,random,-0.18412,-0.11896
16,random,-0.32842,-0.11896
17,random,-0.1223,-0.11896
18,random,-0.19167,-0.11896
19,random,-0.17963,-0.11896
20,random,-0.32894,-0.11896
21,random,-0.25063,-0.11896
22,random,-0.24474,-0.11896
23,random,-0.18834,-0.11896
24,random,-0.14705,-0.11896
25,random,-0.15905,-0.11896
26,random,-0.20701,-0.11896
27,random,-0.16801,-0.11896
28,random,-0.13924,-0.11896
29,random,-0.18658,-0.11896
30,random,-0.20459,-0.11896
31,random,-0.1743,-0.11896
32,random,-0.19196,-0.11896
33,random,-0.23024,-0.11896
34,random,-0.21296,-0.11896
35,random,-0.19507,-0.11896
36,random,-0.17962,-0.11896
37,random,-0.19719,-0.11896
38,random,-0.16806,-0.11896
39,random,-0.22194,-0.11896
40,random,-0.20416,-0.11896
41,gp,-0.11341,-0.11341
42,gp,-0.08713,-0.08713
43,gp,-0.07399,-0.07399
44,gp,-0.07017,-0.07017
45,gp,-0.16325,-0.07017
46,gp,-0.07907,-0.07017
47,gp,-0.06075,-0.06075
48,gp,-0.1272,-0.06075
49,gp,-0.03769,-0.03769
50,gp,-0.04299,-0.03769
51,gp,-0.11391,-0.03769
52,gp,-0.05201,-0.03769
53,gp,-0.18897,-0.03769
54,gp,-0.10508,-0.03769
55,gp,-0.10844,-0.03769
56,gp,-0.1641,-0.03769
57,gp,-0.04027,-0.03769
58,gp,-0.09706,-0.03769
59,gp,-0.20625,-0.03769
60,gp,-0.0714,-0.03769
61,gp,-0.10727,-0.03769
62,gp,-0.09606,-0.03769
63,gp,-0.0753,-0.03769
64,gp,-0.08477,-0.03769
65,gp,-0.12316,-0.03769
66,gp,-0.05425,-0.03769
67,gp,-0.04635,-0.03769
68,gp,-0.09894,-0.03769
69,gp,-0.03601,-0.03601
70,gp,-0.06288,-0.03601
71,gp,-0.09917,-0.03601
72,gp,-0.14685,-0.03601
73,gp,-0.04357,-0.03601
74,gp,-0.06887,-0.03601
75,gp,-0.06216,-0.03601
76,gp,-0.1514,-0.03601
77,gp,-0.15692,-0.03601
78,gp,-0.05608,-0.03601
79,gp,-0.06494,-0.03601
80,gp,-0.09028,-0.03601
81,gp,-0.08813,-0.03601
82,gp,-0.10813,-0.03601
83,gp,-0.15281,-0.03601
84,gp,-0.03137,-0.03137
85,gp,-0.07567,-0.03137
86,gp,-0.0035,-0.0035
87,gp,-0.05791,-0.0035
88,gp,-0.04253,-0.0035
89,gp,-0.07882,-0.0035
90,gp,-0.08608,-0.0035
91,gp,-0.12413,-0.0035
92,gp,-0.10129,-0.0035
93,gp,-0.0803,-0.0035
94,gp,-0.06605,-0.0035
95,gp,-0.09456,-0.0035
96,gp,-0.05317,-0.0035
97,gp,-0.09902,-0.0035
98,gp,-0.13899,-0.0035
99,gp,-0.10626,-0.0035
100,gp,-0.07434,-0.0035
101,gp,-0.09123,-0.0035
102,gp,-0.03749,-0.0035
103,gp,-0.07527,-0.0035
104,gp,-0.09872,-0.0035
105,gp,-0.18308,-0.0035
106,gp,-0.10052,-0.0035
107,gp,-0.10482,-0.0035
108,gp,-0.07558,-0.0035
109,gp,-0.10533,-0.0035
110,gp,-0.07928,-0.0035
111,gp,-0.08971,-0.0035
112,gp,-0.04943,-0.0035
113,gp,-0.06975,-0.0035
114,gp,-0.09458,-0.0035
115,gp,-0.18492,-0.0035
116,gp,-0.00315,-0.00315
117,gp,-0.04002,-0.00315
118,gp,-0.06919,-0.00315
119,gp,-0.20577,-0.00315
120,gp,-0.14568,-0.00315
