step,phase,J,best_so_far
1,random,-0.29733,-0.29733
2,random,-0.24364,-0.24364
3,random,-0.18528,-0.18528
4,random,-0.179,-0.179
5,random,-0.15858,-0.15858
6,random,-0.23274,-0.15858
7,random,-0.27919,-0.15858
8,random,-0.13074,-0.13074
9,random,-0.21475,-0.13074
10,random,-0.2199,-0.13074
11,random,-0.17082,-0.13074
12,random,-0.14497,-0.13074
13,random,-0.22762,-0.13074
14,random,-0.23278,-0.13074
15,random,-0.2148,-0.13074
16,random,-0.31908,-0.13074
17,random,-0.17254,-0.13074
18,random,-0.21251,-0.13074
19,random,-0.18489,-0.13074
20,random,-0.33357,-0.13074
21,random,-0.25564,-0.13074
22,random,-0.30557,-0.13074
23,random,-0.22975,-0.13074
24,random,-0.18915,-0.13074
25,random,-0.21183,-0.13074
26,random,-0.20032,-0.13074
27,random,-0.18204,-0.13074
28,random,-0.16373,-0.13074
29,random,-0.18262,-0.13074
30,random,-0.24154,-0.13074
31,random,-0.21493,-0.13074
32,random,-0.19992,-0.13074
33,random,-0.21497,-0.13074
34,random,-0.24149,-0.13074
35,random,-0.20106,-0.13074
36,random,-0.22371,-0.13074
37,random,-0.25008,-0.13074
38,random,-0.15696,-0.13074
39,random,-0.20287,-0.13074
40,random,-0.23312,-0.13074
41,gp,-0.07241,-0.07241
42,gp,-0.12635,-0.07241
43,gp,-0.12424,-0.07241
44,gp,-0.07726,-0.07241
45,gp,-0.15628,-0.07241
46,gp,-0.12944,-0.07241
47,gp,-0.16742,-0.07241
48,gp,-0.15223,-0.07241
49,gp,-0.07246,-0.07241
50,gp,-0.20679,-0.07241
51,gp,-0.14497,-0.07241
52,gp,-0.07317,-0.07241
53,gp,-0.22299,-0.07241
54,gp,-0.10691,-0.07241
55,gp,-0.03795,-0.03795
56,gp,-0.18816,-0.03795
57,gp,-0.1079,-0.03795
58,gp,-0.08697,-0.03795
59,gp,-0.03964,-0.03795
60,gp,-0.07955,-0.03795
61,gp,-0.07335,-0.03795
62,gp,-0.10016,-0.03795
63,gp,-0.1234,-0.03795
64,gp,-0.14122,-0.03795
65,gp,-0.12559,-0.03795
66,gp,-0.19189,-0.03795
67,gp,-0.0993,-0.03795
68,gp,-0.11084,-0.03795
69,gp,-0.03178,-0.03178
70,gp,-0.10589,-0.03178
71,gp,-0.07532,-0.03178
72,gp,-0.1636,-0.03178
73,gp,-0.04129,-0.03178
74,gp,-0.03713,-0.03178
75,gp,-0.08327,-0.03178
76,gp,-0.13234,-0.03178
77,gp,-0.0871,-0.03178
78,gp,-0.11899,-0.03178
79,gp,-0.31079,-0.03178
80,gp,-0.08083,-0.03178
81,gp,-0.06716,-0.03178
82,gp,-0.19969,-0.03178
83,gp,-0.14384,-0.03178
84,gp,-0.08495,-0.03178
85,gp,-0.13267,-0.03178
86,gp,-0.06253,-0.03178
87,gp,-0.15737,-0.03178
88,gp,-0.09194,-0.03178
89,gp,-0.12842,-0.03178
90,gp,-0.08623,-0.03178
91,gp,-0.02004,-0.02004
92,gp,-0.09467,-0.02004
93,gp,-0.07449,-0.02004
94,gp,-0.13589,-0.02004
95,gp,-0.1494,-0.02004
96,gp,-0.07503,-0.02004
97,gp,-0.09549,-0.02004
98,gp,-0.2059,-0.02004
99,gp,-0.18296,-0.02004
100,gp,-0.09235,-0.02004
101,gp,-0.0932,-0.02004
102,gp,-0.04446,-0.02004
103,gp,-0.07548,-0.02004
104,gp,-0.08067,-0.02004
105,gp,-0.07506,-0.02004
106,gp,-0.05699,-0.02004
107,gp,-0.02716,-0.02004
108,gp,-0.09716,-0.02004
109,gp,-0.12273,-0.02004
110,gp,-0.0827,-0.02004
111,gp,-0.14564,-0.02004
112,gp,-0.17464,-0.02004
113,gp,-0.11166,-0.02004
114,gp,-0.10922,-0.02004
115,gp,-0.21647,-0.02004
116,gp,-0.08821,-0.02004
117,gp,-0.10456,-0.02004
118,gp,-0.16313,-0.02004
119,gp,-0.21918,-0.02004
120,gp,-0.15825,-0.02004
