step,phase,J,best_so_far
1,random,-0.3301,-0.3301
2,random,-0.25273,-0.25273
3,random,-0.2,-0.2
4,random,-0.13614,-0.13614
5,random,-0.16305,-0.13614
6,random,-0.36698,-0.13614
7,random,-0.24973,-0.13614
8,random,-0.1907,-0.13614
9,random,-0.16503,-0.13614
10,random,-0.1817,-0.13614
11,random,-0.36313,-0.13614
12,random,-0.17787,-0.13614
13,random,-0.34151,-0.13614
14,random,-0.27038,-0.13614
15,random,-0.16591,-0.13614
16,random,-0.36989,-0.13614
17,random,-0.18282,-0.13614
18,random,-0.1859,-0.13614
19,random,-0.19325,-0.13614
20,random,-0.36755,-0.13614
21,random,-0.28073,-0.13614
22,random,-0.26509,-0.13614
23,random,-0.15731,-0.13614
24,random,-0.11898,-0.11898
25,random,-0.14259,-0.11898
26,random,-0.25707,-0.11898
27,random,-0.15679,-0.11898
28,random,-0.13693,-0.11898
29,random,-0.16114,-0.11898
30,random,-0.1866,-0.11898
31,random,-0.19682,-0.11898
32,random,-0.19402,-0.11898
33,random,-0.2768,-0.11898
34,random,-0.21753,-0.11898
35,random,-0.19539,-0.11898
36,random,-0.18249,-0.11898
37,random,-0.20731,-0.11898
38,random,-0.23672,-0.11898
39,random,-0.31145,-0.11898
40,random,-0.26265,-0.11898
41,gp,-0.09474,-0.09474
42,gp,-0.07551,-0.07551
43,gp,-0.0853,-0.07551
44,gp,-0.10518,-0.07551
45,gp,-0.10467,-0.07551
46,gp,-0.10311,-0.07551
47,gp,-0.07728,-0.07551
48,gp,-0.11832,-0.07551
49,gp,-0.06934,-0.06934
50,gp,-0.0906,-0.06934
51,gp,-0.0948,-0.06934
52,gp,-0.08392,-0.06934
53,gp,-0.09541,-0.06934
54,gp,-0.06058,-0.06058
55,gp,-0.06823,-0.06058
56,gp,-0.09741,-0.06058
57,gp,-0.07636,-0.06058
58,gp,-0.09603,-0.06058
59,gp,-0.07288,-0.06058
60,gp,-0.07165,-0.06058
61,gp,-0.13344,-0.06058
62,gp,-0.08591,-0.06058
63,gp,-0.09576,-0.06058
64,gp,-0.0469,-0.0469
65,gp,-0.06344,-0.0469
66,gp,-0.07545,-0.0469
67,gp,-0.08628,-0.0469
68,gp,-0.13855,-0.0469
69,gp,-0.0917,-0.0469
70,gp,-0.09431,-0.0469
71,gp,-0.0662,-0.0469
72,gp,-0.11067,-0.0469
73,gp,-0.06743,-0.0469
74,gp,-0.09741,-0.0469
75,gp,-0.10652,-0.0469
76,gp,-0.09141,-0.0469
77,gp,-0.13349,-0.0469
78,gp,-0.07055,-0.0469
79,gp,-0.07575,-0.0469
80,gp,-0.10538,-0.0469
81,gp,-0.09357,-0.0469
82,gp,-0.08246,-0.0469
83,gp,-0.09788,-0.0469
84,gp,-0.09057,-0.0469
85,gp,-0.07067,-0.0469
86,gp,-0.13051,-0.0469
87,gp,-0.08759,-0.0469
88,gp,-0.04877,-0.0469
89,gp,-0.15741,-0.0469
90,gp,-0.06706,-0.0469
91,gp,-0.07282,-0.0469
92,gp,-0.06683,-0.0469
93,gp,-0.05652,-0.0469
94,gp,-0.10392,-0.0469
95,gp,-0.09316,-0.0469
96,gp,-0.09276,-0.0469
97,gp,-0.1189,-0.0469
98,gp,-0.0716,-0.0469
99,gp,-0.08895,-0.0469
100,gp,-0.07266,-0.0469
101,gp,-0.07805,-0.0469
102,gp,-0.09701,-0.0469
103,gp,-0.06813,-0.0469
104,gp,-0.1185,-0.0469
105,gp,-0.18914,-0.0469
106,gp,-0.07565,-0.0469
107,gp,-0.118,-0.0469
108,gp,-0.07242,-0.0469
109,gp,-0.0441,-0.0441
110,gp,-0.10161,-0.0441
111,gp,-0.07458,-0.0441
112,gp,-0.09807,-0.0441
113,gp,-0.09659,-0.0441
114,gp,-0.088,-0.0441
115,gp,-0.14162,-0.0441
116,gp,-0.08331,-0.0441
117,gp,-0.10595,-0.0441
118,gp,-0.05789,-0.0441
119,gp,-0.06509,-0.0441
120,gp,-0.06285,-0.0441
