step,phase,J,best_so_far
1,random,-0.31162,-0.31162
2,random,-0.25789,-0.25789
3,random,-0.2032,-0.2032
4,random,-0.1831,-0.1831
5,random,-0.18759,-0.1831
6,random,-0.241,-0.1831
7,random,-0.30953,-0.1831
8,random,-0.14183,-0.14183
9,random,-0.25675,-0.14183
10,random,-0.25672,-0.14183
11,random,-0.1787,-0.14183
12,random,-0.16288,-0.14183
13,random,-0.2679,-0.14183
14,random,-0.2512,-0.14183
15,random,-0.23474,-0.14183
16,random,-0.31432,-0.14183
17,random,-0.18149,-0.14183
18,random,-0.22914,-0.14183
19,random,-0.19742,-0.14183
20,random,-0.33326,-0.14183
21,random,-0.27677,-0.14183
22,random,-0.32712,-0.14183
23,random,-0.2579,-0.14183
24,random,-0.20306,-0.14183
25,random,-0.22523,-0.14183
26,random,-0.21656,-0.14183
27,random,-0.19806,-0.14183
28,random,-0.18985,-0.14183
29,random,-0.19631,-0.14183
30,random,-0.25169,-0.14183
31,random,-0.22021,-0.14183
32,random,-0.20661,-0.14183
33,random,-0.24845,-0.14183
34,random,-0.24679,-0.14183
35,random,-0.25791,-0.14183
36,random,-0.233,-0.14183
37,random,-0.28154,-0.14183
38,random,-0.17229,-0.14183
39,random,-0.22517,-0.14183
40,random,-0.23757,-0.14183
41,gp,-0.04349,-0.04349
42,gp,-0.13821,-0.04349
43,gp,-0.15234,-0.04349
44,gp,-0.08912,-0.04349
45,gp,-0.11501,-0.04349
46,gp,-0.14554,-0.04349
47,gp,-0.09899,-0.04349
48,gp,-0.12328,-0.04349
49,gp,-0.07886,-0.04349
50,gp,-0.16254,-0.04349
51,gp,-0.16012,-0.04349
52,gp,-0.09686,-0.04349
53,gp,-0.17381,-0.04349
54,gp,-0.21101,-0.04349
55,gp,-0.05926,-0.04349
56,gp,-0.20245,-0.04349
57,gp,-0.1023,-0.04349
58,gp,-0.15716,-0.04349
59,gp,-0.08185,-0.04349
60,gp,-0.14077,-0.04349
61,gp,-0.14641,-0.04349
62,gp,-0.16115,-0.04349
63,gp,-0.09509,-0.04349
64,gp,-0.10742,-0.04349
65,gp,-0.1367,-0.04349
66,gp,-0.114,-0.04349
67,gp,-0.0392,-0.0392
68,gp,-0.13301,-0.0392
69,gp,-0.04916,-0.0392
70,gp,-0.09912,-0.0392
71,gp,-0.0896,-0.0392
72,gp,-0.06707,-0.0392
73,gp,-0.10196,-0.0392
74,gp,-0.04819,-0.0392
75,gp,-0.11422,-0.0392
76,gp,-0.20175,-0.0392
77,gp,-0.10777,-0.0392
78,gp,-0.12355,-0.0392
79,gp,-0.06211,-0.0392
80,gp,-0.16142,-0.0392
81,gp,-0.09485,-0.0392
82,gp,-0.12474,-0.0392
83,gp,-0.15882,-0.0392
84,gp,-0.06776,-0.0392
85,gp,-0.1517,-0.0392
86,gp,-0.03262,-0.03262
87,gp,-0.05923,-0.03262
88,gp,-0.09828,-0.03262
89,gp,-0.19088,-0.03262
90,gp,-0.10154,-0.03262
91,gp,-0.11544,-0.03262
92,gp,-0.08359,-0.03262
93,gp,-0.13897,-0.03262
94,gp,-0.07978,-0.03262
95,gp,-0.13069,-0.03262
96,gp,-0.0928,-0.03262
97,gp,-0.12329,-0.03262
98,gp,-0.09772,-0.03262
99,gp,-0.12497,-0.03262
100,gp,-0.10417,-0.03262
101,gp,-0.21955,-0.03262
102,gp,-0.16512,-0.03262
103,gp,-0.1052,-0.03262
104,gp,-0.11515,-0.03262
105,gp,-0.01922,-0.01922
106,gp,-0.06854,-0.01922
107,gp,-0.13816,-0.01922
108,gp,-0.1718,-0.01922
109,gp,-0.17884,-0.01922
110,gp,-0.08122,-0.01922
111,gp,-0.06927,-0.01922
112,gp,-0.10806,-0.01922
113,gp,-0.19277,-0.01922
114,gp,-0.12815,-0.01922
115,gp,-0.1461,-0.01922
116,gp,-0.10489,-0.01922
117,gp,-0.18965,-0.01922
118,gp,-0.09207,-0.01922
119,gp,-0.23108,-0.01922
120,gp,-0.07323,-0.01922
