step,phase,J,best_so_far
1,random,-0.24251,-0.24251
2,random,-0.1975,-0.1975
3,random,-0.15016,-0.15016
4,random,-0.11836,-0.11836
5,random,-0.12724,-0.11836
6,random,-0.19916,-0.11836
7,random,-0.22605,-0.11836
8,random,-0.09275,-0.09275
9,random,-0.16788,-0.09275
10,random,-0.18279,-0.09275
11,random,-0.17515,-0.09275
12,random,-0.128,-0.09275
13,random,-0.23215,-0.09275
14,random,-0.20301,-0.09275
15,random,-0.16197,-0.09275
16,random,-0.32568,-0.09275
17,random,-0.1298,-0.09275
18,random,-0.17434,-0.09275
19,random,-0.154,-0.09275
20,random,-0.31753,-0.09275
21,random,-0.24995,-0.09275
22,random,-0.22832,-0.09275
23,random,-0.16272,-0.09275
24,random,-0.10479,-0.09275
25,random,-0.13551,-0.09275
26,random,-0.18668,-0.09275
27,random,-0.14982,-0.09275
28,random,-0.11695,-0.09275
29,random,-0.13829,-0.09275
30,random,-0.19128,-0.09275
31,random,-0.15697,-0.09275
32,random,-0.17238,-0.09275
33,random,-0.20299,-0.09275
34,random,-0.20392,-0.09275
35,random,-0.16685,-0.09275
36,random,-0.13548,-0.09275
37,random,-0.19386,-0.09275
38,random,-0.13834,-0.09275
39,random,-0.20034,-0.09275
40,random,-0.19117,-0.09275
41,gp,-0.11203,-0.09275
42,gp,-0.07669,-0.07669
43,gp,-0.11049,-0.07669
44,gp,-0.06719,-0.06719
45,gp,-0.12564,-0.06719
46,gp,-0.1036,-0.06719
47,gp,-0.04821,-0.04821
48,gp,-0.12244,-0.04821
49,gp,-0.04251,-0.04251
50,gp,-0.03454,-0.03454
51,gp,-0.07241,-0.03454
52,gp,-0.06424,-0.03454
53,gp,-0.10935,-0.03454
54,gp,-0.01607,-0.01607
55,gp,-0.04281,-0.01607
56,gp,-0.0807,-0.01607
57,gp,-0.02344,-0.01607
58,gp,-0.22209,-0.01607
59,gp,-0.18711,-0.01607
60,gp,-0.05771,-0.01607
61,gp,-0.09428,-0.01607
62,gp,-0.09271,-0.01607
63,gp,-0.05769,-0.01607
64,gp,-0.05926,-0.01607
65,gp,0.00015,0.00015
66,gp,-0.03888,0.00015
67,gp,-0.005,0.00015
68,gp,-0.21732,0.00015
69,gp,-0.17082,0.00015
70,gp,-0.05849,0.00015
71,gp,-0.06876,0.00015
72,gp,-0.04261,0.00015
73,gp,-0.13051,0.00015
74,gp,-0.05856,0.00015
75,gp,-0.04175,0.00015
76,gp,-0.11859,0.00015
77,gp,-0.13694,0.00015
78,gp,-0.05022,0.00015
79,gp,-0.09252,0.00015
80,gp,-0.04232,0.00015
81,gp,-0.05737,0.00015
82,gp,-0.1726,0.00015
83,gp,-0.09579,0.00015
84,gp,-0.09067,0.00015
85,gp,-0.15965,0.00015
86,gp,-0.05769,0.00015
87,gp,-0.03997,0.00015
88,gp,-0.09774,0.00015
89,gp,-0.09341,0.00015
90,gp,-0.05842,0.00015
91,gp,-0.04581,0.00015
92,gp,-0.11045,0.00015
93,gp,-0.06179,0.00015
94,gp,-0.08265,0.00015
95,gp,-0.1465,0.00015
96,gp,-0.07027,0.00015
97,gp,-0.07134,0.00015
98,gp,-0.13464,0.00015
99,gp,-0.09853,0.00015
100,gp,-0.04268,0.00015
101,gp,-0.14486,0.00015
102,gp,-0.04497,0.00015
103,gp,-0.02507,0.00015
104,gp,-0.0956,0.00015
105,gp,0.02552,0.02552
106,gp,-0.08162,0.02552
107,gp,-0.0793,0.02552
108,gp,-0.12051,0.02552
109,gp,-0.15606,0.02552
110,gp,-0.04591,0.02552
111,gp,-0.24774,0.02552
112,gp,-0.02731,0.02552
113,gp,-0.03675,0.02552
114,gp,-0.1046,0.02552
115,gp,-0.15646,0.02552
116,gp,-0.06589,0.02552
117,gp,-0.17466,0.02552
118,gp,-0.14527,0.02552
119,gp,-0.10022,0.02552
120,gp,-0.12187,0.02552
