step,phase,J,best_so_far
1,random,-0.30322,-0.30322
2,random,-0.22704,-0.22704
3,random,-0.19225,-0.19225
4,random,-0.16287,-0.16287
5,random,-0.14923,-0.14923
6,random,-0.2319,-0.14923
7,random,-0.26091,-0.14923
8,random,-0.129,-0.129
9,random,-0.20953,-0.129
10,random,-0.20913,-0.129
11,random,-0.17893,-0.129
12,random,-0.15414,-0.129
13,random,-0.22867,-0.129
14,random,-0.25788,-0.129
15,random,-0.20563,-0.129
16,random,-0.327,-0.129
17,random,-0.13938,-0.129
18,random,-0.20591,-0.129
19,random,-0.1842,-0.129
20,random,-0.32574,-0.129
21,random,-0.25151,-0.129
22,random,-0.25743,-0.129
23,random,-0.20357,-0.129
24,random,-0.18078,-0.129
25,random,-0.18903,-0.129
26,random,-0.20741,-0.129
27,random,-0.18104,-0.129
28,random,-0.15303,-0.129
29,random,-0.1984,-0.129
30,random,-0.23692,-0.129
31,random,-0.19247,-0.129
32,random,-0.19806,-0.129
33,random,-0.24054,-0.129
34,random,-0.23566,-0.129
35,random,-0.21514,-0.129
36,random,-0.19387,-0.129
37,random,-0.21126,-0.129
38,random,-0.17477,-0.129
39,random,-0.22164,-0.129
40,random,-0.21511,-0.129
41,gp,-0.09599,-0.09599
42,gp,-0.1382,-0.09599
43,gp,-0.09414,-0.09414
44,gp,-0.07217,-0.07217
45,gp,-0.13157,-0.07217
46,gp,-0.08304,-0.07217
47,gp,-0.09534,-0.07217
48,gp,-0.14026,-0.07217
49,gp,-0.05705,-0.05705
50,gp,-0.12674,-0.05705
51,gp,-0.15437,-0.05705
52,gp,-0.06371,-0.05705
53,gp,-0.12055,-0.05705
54,gp,-0.20152,-0.05705
55,gp,-0.03564,-0.03564
56,gp,-0.17028,-0.03564
57,gp,-0.13733,-0.03564
58,gp,-0.25343,-0.03564
59,gp,-0.22357,-0.03564
60,gp,-0.08356,-0.03564
61,gp,-0.12207,-0.03564
62,gp,-0.13774,-0.03564
63,gp,-0.08396,-0.03564
64,gp,-0.09203,-0.03564
65,gp,-0.12639,-0.03564
66,gp,-0.05782,-0.03564
67,gp,-0.05327,-0.03564
68,gp,-0.10871,-0.03564
69,gp,-0.11083,-0.03564
70,gp,-0.07549,-0.03564
71,gp,-0.08208,-0.03564
72,gp,-0.12825,-0.03564
73,gp,-0.17202,-0.03564
74,gp,-0.07525,-0.03564
75,gp,-0.14575,-0.03564
76,gp,-0.08727,-0.03564
77,gp,-0.16771,-0.03564
78,gp,-0.08341,-0.03564
79,gp,-0.16039,-0.03564
80,gp,-0.10538,-0.03564
81,gp,-0.10517,-0.03564
82,gp,-0.10669,-0.03564
83,gp,-0.16362,-0.03564
84,gp,-0.19729,-0.03564
85,gp,-0.13727,-0.03564
86,gp,-0.0716,-0.03564
87,gp,-0.05268,-0.03564
88,gp,-0.07105,-0.03564
89,gp,-0.08069,-0.03564
90,gp,-0.10072,-0.03564
91,gp,-0.07414,-0.03564
92,gp,-0.11296,-0.03564
93,gp,-0.15807,-0.03564
94,gp,-0.1032,-0.03564
95,gp,-0.12336,-0.03564
96,gp,-0.07135,-0.03564
97,gp,-0.10265,-0.03564
98,gp,-0.15743,-0.03564
99,gp,-0.17084,-0.03564
100,gp,-0.08659,-0.03564
101,gp,-0.20375,-0.03564
102,gp,-0.05316,-0.03564
103,gp,-0.07439,-0.03564
104,gp,-0.09682,-0.03564
105,gp,-0.05211,-0.03564
106,gp,-0.11994,-0.03564
107,gp,-0.16362,-0.03564
108,gp,-0.15874,-0.03564
109,gp,-0.15503,-0.03564
110,gp,-0.08938,-0.03564
111,gp,-0.1397,-0.03564
112,gp,-0.07042,-0.03564
113,gp,-0.10427,-0.03564
114,gp,-0.06522,-0.03564
115,gp,-0.18116,-0.03564
116,gp,-0.22201,-0.03564
117,gp,-0.06,-0.03564
118,gp,-0.07049,-0.03564
119,gp,-0.11124,-0.03564
120,gp,-0.14426,-0.03564
