step,phase,J,best_so_far
1,random,-0.33081,-0.33081
2,random,-0.2725,-0.2725
3,random,-0.225,-0.225
4,random,-0.22906,-0.225
5,random,-0.21215,-0.21215
6,random,-0.22353,-0.21215
7,random,-0.33577,-0.21215
8,random,-0.15376,-0.15376
9,random,-0.28283,-0.15376
10,random,-0.28411,-0.15376
11,random,-0.16585,-0.15376
12,random,-0.18421,-0.15376
13,random,-0.29541,-0.15376
14,random,-0.29133,-0.15376
15,random,-0.28093,-0.15376
16,random,-0.29461,-0.15376
17,random,-0.18272,-0.15376
18,random,-0.25714,-0.15376
19,random,-0.20156,-0.15376
20,random,-0.32441,-0.15376
21,random,-0.27731,-0.15376
22,random,-0.30929,-0.15376
23,random,-0.27909,-0.15376
24,random,-0.27757,-0.15376
25,random,-0.26481,-0.15376
26,random,-0.21751,-0.15376
27,random,-0.24881,-0.15376
28,random,-0.23417,-0.15376
29,random,-0.20044,-0.15376
30,random,-0.30238,-0.15376
31,random,-0.25706,-0.15376
32,random,-0.24501,-0.15376
33,random,-0.23477,-0.15376
34,random,-0.27224,-0.15376
35,random,-0.22612,-0.15376
36,random,-0.27216,-0.15376
37,random,-0.29744,-0.15376
38,random,-0.16614,-0.15376
39,random,-0.22293,-0.15376
40,random,-0.28898,-0.15376
41,gp,-0.08726,-0.08726
42,gp,-0.1426,-0.08726
43,gp,-0.15712,-0.08726
44,gp,-0.17084,-0.08726
45,gp,-0.11778,-0.08726
46,gp,-0.12618,-0.08726
47,gp,-0.12603,-0.08726
48,gp,-0.13263,-0.08726
49,gp,-0.11015,-0.08726
50,gp,-0.15016,-0.08726
51,gp,-0.21544,-0.08726
52,gp,-0.14325,-0.08726
53,gp,-0.20228,-0.08726
54,gp,-0.15984,-0.08726
55,gp,-0.10839,-0.08726
56,gp,-0.12411,-0.08726
57,gp,-0.19862,-0.08726
58,gp,-0.14872,-0.08726
59,gp,-0.11774,-0.08726
60,gp,-0.15484,-0.08726
61,gp,-0.16571,-0.08726
62,gp,-0.09589,-0.08726
63,gp,-0.16895,-0.08726
64,gp,-0.20752,-0.08726
65,gp,-0.18161,-0.08726
66,gp,-0.13618,-0.08726
67,gp,-0.14925,-0.08726
68,gp,-0.23123,-0.08726
69,gp,-0.06549,-0.06549
70,gp,-0.20081,-0.06549
71,gp,-0.16356,-0.06549
72,gp,-0.0856,-0.06549
73,gp,-0.16203,-0.06549
74,gp,-0.15661,-0.06549
75,gp,-0.15833,-0.06549
76,gp,-0.18921,-0.06549
77,gp,-0.12966,-0.06549
78,gp,-0.11849,-0.06549
79,gp,-0.08532,-0.06549
80,gp,-0.09842,-0.06549
81,gp,-0.08424,-0.06549
82,gp,-0.22814,-0.06549
83,gp,-0.09649,-0.06549
84,gp,-0.0841,-0.06549
85,gp,-0.20853,-0.06549
86,gp,-0.168,-0.06549
87,gp,-0.08771,-0.06549
88,gp,-0.11422,-0.06549
89,gp,-0.10881,-0.06549
90,gp,-0.13458,-0.06549
91,gp,-0.12027,-0.06549
92,gp,-0.08196,-0.06549
93,gp,-0.21672,-0.06549
94,gp,-0.09834,-0.06549
95,gp,-0.12635,-0.06549
96,gp,-0.15718,-0.06549
97,gp,-0.14423,-0.06549
98,gp,-0.24734,-0.06549
99,gp,-0.13498,-0.06549
100,gp,-0.27131,-0.06549
101,gp,-0.12418,-0.06549
102,gp,-0.16612,-0.06549
103,gp,-0.11751,-0.06549
104,gp,-0.13949,-0.06549
105,gp,-0.15436,-0.06549
106,gp,-0.08259,-0.06549
107,gp,-0.08576,-0.06549
108,gp,-0.25039,-0.06549
109,gp,-0.16771,-0.06549
110,gp,-0.09807,-0.06549
111,gp,-0.09924,-0.06549
112,gp,-0.17946,-0.06549
113,gp,-0.17847,-0.06549
114,gp,-0.12602,-0.06549
115,gp,-0.14449,-0.06549
116,gp,-0.16447,-0.06549
117,gp,-0.18303,-0.06549
118,gp,-0.11203,-0.06549
119,gp,-0.10858,-0.06549
120,gp,-0.08961,-0.06549
