step,phase,J,best_so_far
1,random,-0.15782,-0.15782
2,random,0.31554,0.31554
3,random,0.00363,0.31554
4,random,-0.25243,0.31554
5,random,-0.0471,0.31554
6,random,0.00034,0.31554
7,random,-0.05534,0.31554
8,random,0.15914,0.31554
9,random,-0.04399,0.31554
10,random,-0.52404,0.31554
11,random,-0.51832,0.31554
12,random,-0.1529,0.31554
13,random,-0.52449,0.31554
14,random,0.31533,0.31554
15,random,-0.05112,0.31554
16,random,-0.00171,0.31554
17,random,-0.04752,0.31554
18,random,-0.51814,0.31554
19,random,-0.30676,0.31554
20,random,0.0628,0.31554
21,gp,0.52036,0.52036
22,gp,0.51687,0.52036
23,gp,0.16607,0.52036
24,gp,0.01291,0.52036
25,gp,0.16081,0.52036
26,gp,0.06106,0.52036
27,gp,0.46755,0.52036
28,gp,0.37051,0.52036
29,gp,0.05498,0.52036
30,gp,0.22236,0.52036
31,gp,0.41991,0.52036
32,gp,0.46932,0.52036
33,gp,0.26816,0.52036
34,gp,0.37197,0.52036
35,gp,0.47229,0.52036
36,gp,0.21152,0.52036
37,gp,0.06238,0.52036
38,gp,0.05476,0.52036
39,gp,0.16752,0.52036
40,gp,0.52729,0.52729
41,gp,0.53144,0.53144
42,gp,0.3713,0.53144
43,gp,0.37296,0.53144
44,gp,0.37343,0.53144
45,gp,0.52661,0.53144
46,gp,0.21605,0.53144
47,gp,0.47473,0.53144
48,gp,0.15654,0.53144
49,gp,0.37312,0.53144
50,gp,0.47494,0.53144
51,gp,-0.04518,0.53144
52,gp,0.48149,0.53144
53,gp,0.53078,0.53144
54,gp,0.37273,0.53144
55,gp,0.16535,0.53144
56,gp,0.47281,0.53144
57,gp,0.42566,0.53144
58,gp,0.06146,0.53144
59,gp,0.52994,0.53144
60,gp,0.53171,0.53171
61,gp,0.16138,0.53171
62,gp,0.32047,0.53171
63,gp,0.41715,0.53171
64,gp,0.37265,0.53171
65,gp,0.36856,0.53171
66,gp,0.31947,0.53171
67,gp,0.37205,0.53171
68,gp,0.53113,0.53171
69,gp,0.53021,0.53171
70,gp,0.05971,0.53171
71,gp,0.37069,0.53171
72,gp,0.36474,0.53171
73,gp,0.46434,0.53171
74,gp,0.528,0.53171
75,gp,0.32103,0.53171
76,gp,0.4293,0.53171
77,gp,0.37024,0.53171
78,gp,0.47748,0.53171
79,gp,0.06565,0.53171
80,gp,0.47761,0.53171
