step,phase,J,best_so_far
1,random,-0.14397,-0.14397
2,random,0.31066,0.31066
3,random,0.15987,0.31066
4,random,-0.29729,0.31066
5,random,0.10964,0.31066
6,random,0.16228,0.31066
7,random,-0.20024,0.31066
8,random,0.05927,0.31066
9,random,0.16244,0.31066
10,random,0.45065,0.45065
11,random,-0.29468,0.45065
12,random,-0.30894,0.45065
13,random,-0.34911,0.45065
14,random,0.26011,0.45065
15,random,0.11222,0.45065
16,random,0.01089,0.45065
17,random,0.16575,0.45065
18,random,0.05486,0.45065
19,random,0.10433,0.45065
20,random,0.10863,0.45065
21,gp,0.20419,0.45065
22,gp,0.44992,0.45065
23,gp,0.04773,0.45065
24,gp,0.26144,0.45065
25,gp,0.45497,0.45497
26,gp,0.15234,0.45497
27,gp,0.35542,0.45497
28,gp,0.3106,0.45497
29,gp,0.06339,0.45497
30,gp,0.45695,0.45695
31,gp,0.36083,0.45695
32,gp,0.35256,0.45695
33,gp,0.35192,0.45695
34,gp,0.36063,0.45695
35,gp,0.35316,0.45695
36,gp,0.35811,0.45695
37,gp,0.35445,0.45695
38,gp,0.26371,0.45695
39,gp,0.45584,0.45695
40,gp,0.46041,0.46041
41,gp,0.11117,0.46041
42,gp,0.31226,0.46041
43,gp,0.45958,0.46041
44,gp,0.36103,0.46041
45,gp,0.36255,0.46041
46,gp,0.45379,0.46041
47,gp,0.2021,0.46041
48,gp,0.2186,0.46041
49,gp,0.36181,0.46041
50,gp,0.35331,0.46041
51,gp,0.3597,0.46041
52,gp,0.15722,0.46041
53,gp,0.11414,0.46041
54,gp,0.35499,0.46041
55,gp,0.41221,0.46041
56,gp,0.36071,0.46041
57,gp,0.50755,0.50755
58,gp,0.4648,0.50755
59,gp,0.3608,0.50755
60,gp,0.44979,0.50755
61,gp,0.51089,0.51089
62,gp,0.40924,0.51089
63,gp,0.31215,0.51089
64,gp,0.40383,0.51089
65,gp,0.15743,0.51089
66,gp,0.46126,0.51089
67,gp,0.46298,0.51089
68,gp,0.41236,0.51089
69,gp,0.51322,0.51322
70,gp,0.44995,0.51322
71,gp,0.40501,0.51322
72,gp,0.41787,0.51322
73,gp,0.51158,0.51322
74,gp,0.26513,0.51322
75,gp,0.41518,0.51322
76,gp,0.36014,0.51322
77,gp,0.36511,0.51322
78,gp,0.16132,0.51322
79,gp,0.36124,0.51322
80,gp,0.05376,0.51322
