step,phase,J,best_so_far
1,random,-0.20481,-0.20481
2,random,-0.04538,-0.04538
3,random,-0.19727,-0.04538
4,random,-0.20317,-0.04538
5,random,-0.20362,-0.04538
6,random,-0.46156,-0.04538
7,random,-0.20212,-0.04538
8,random,-0.35978,-0.04538
9,random,-0.35936,-0.04538
10,random,-0.04781,-0.04538
11,random,-0.14583,-0.04538
12,random,-0.15147,-0.04538
13,random,-0.04487,-0.04487
14,random,-0.45677,-0.04487
15,random,-0.35637,-0.04487
16,random,-0.46487,-0.04487
17,random,-0.46696,-0.04487
18,random,-0.20478,-0.04487
19,random,-0.20402,-0.04487
20,random,-0.20411,-0.04487
21,gp,-0.19897,-0.04487
22,gp,-0.03987,-0.03987
23,gp,-0.19727,-0.03987
24,gp,0.01062,0.01062
25,gp,0.00909,0.01062
26,gp,0.0067,0.01062
27,gp,-0.19467,0.01062
28,gp,-0.14481,0.01062
29,gp,-0.03459,0.01062
30,gp,-0.14432,0.01062
31,gp,-0.1428,0.01062
32,gp,-0.03918,0.01062
33,gp,-0.04168,0.01062
34,gp,-0.19255,0.01062
35,gp,-0.03221,0.01062
36,gp,-0.0368,0.01062
37,gp,0.01125,0.01125
38,gp,-0.04688,0.01125
39,gp,-0.14566,0.01125
40,gp,0.00942,0.01125
41,gp,0.00953,0.01125
42,gp,-0.14305,0.01125
43,gp,-0.14054,0.01125
44,gp,-0.03341,0.01125
45,gp,-0.03119,0.01125
46,gp,-0.03835,0.01125
47,gp,-0.0321,0.01125
48,gp,-0.08747,0.01125
49,gp,0.01327,0.01327
50,gp,0.01351,0.01351
51,gp,0.30971,0.30971
52,gp,0.35757,0.35757
53,gp,0.01811,0.35757
54,gp,0.01194,0.35757
55,gp,0.30746,0.35757
56,gp,-0.14907,0.35757
57,gp,-0.04382,0.35757
58,gp,0.00768,0.35757
59,gp,0.35735,0.35757
60,gp,0.01747,0.35757
61,gp,0.30293,0.35757
62,gp,-0.04334,0.35757
63,gp,0.10192,0.35757
64,gp,0.40793,0.40793
65,gp,0.30391,0.40793
66,gp,0.35208,0.40793
67,gp,0.25562,0.40793
68,gp,0.04485,0.40793
69,gp,0.30477,0.40793
70,gp,0.1027,0.40793
71,gp,0.31148,0.40793
72,gp,0.30388,0.40793
73,gp,-0.2028,0.40793
74,gp,-0.15526,0.40793
75,gp,0.31037,0.40793
76,gp,-0.25408,0.40793
77,gp,-0.04659,0.40793
78,gp,0.30624,0.40793
79,gp,-0.04259,0.40793
80,gp,-0.14908,0.40793
