step,phase,J,best_so_far
1,random,0.25437,0.25437
2,random,0.52597,0.52597
3,random,0.46554,0.52597
4,random,0.3101,0.52597
5,random,0.36796,0.52597
6,random,0.36573,0.52597
7,random,0.35854,0.52597
8,random,0.46976,0.52597
9,random,0.37213,0.52597
10,random,-0.51577,0.52597
11,random,-0.3589,0.52597
12,random,0.35554,0.52597
13,random,-0.52161,0.52597
14,random,0.47589,0.52597
15,random,0.36363,0.52597
16,random,0.36218,0.52597
17,random,0.36942,0.52597
18,random,0.09544,0.52597
19,random,0.40624,0.52597
20,random,0.52547,0.52597
21,gp,0.47183,0.52597
22,gp,0.47136,0.52597
23,gp,0.52107,0.52597
24,gp,0.47532,0.52597
25,gp,0.46898,0.52597
26,gp,0.47483,0.52597
27,gp,0.46785,0.52597
28,gp,0.323,0.52597
29,gp,0.53056,0.53056
30,gp,0.37399,0.53056
31,gp,0.26638,0.53056
32,gp,0.46721,0.53056
33,gp,0.46816,0.53056
34,gp,0.479,0.53056
35,gp,0.47306,0.53056
36,gp,0.52329,0.53056
37,gp,0.36965,0.53056
38,gp,0.36881,0.53056
39,gp,0.52493,0.53056
40,gp,0.52563,0.53056
41,gp,0.52733,0.53056
42,gp,0.52883,0.53056
43,gp,0.47268,0.53056
44,gp,0.47992,0.53056
45,gp,0.46369,0.53056
46,gp,0.46435,0.53056
47,gp,0.53263,0.53263
48,gp,0.51386,0.53263
49,gp,0.3592,0.53263
50,gp,0.53282,0.53282
51,gp,0.53328,0.53328
52,gp,0.53865,0.53865
53,gp,0.53854,0.53865
54,gp,0.53586,0.53865
55,gp,0.36538,0.53865
56,gp,0.4797,0.53865
57,gp,0.52501,0.53865
58,gp,0.47026,0.53865
59,gp,0.53547,0.53865
60,gp,0.15416,0.53865
61,gp,0.53843,0.53865
62,gp,0.52739,0.53865
63,gp,0.4671,0.53865
64,gp,0.46966,0.53865
65,gp,0.35587,0.53865
66,gp,0.47515,0.53865
67,gp,0.48097,0.53865
68,gp,0.36815,0.53865
69,gp,0.38146,0.53865
70,gp,0.47547,0.53865
71,gp,0.52961,0.53865
72,gp,0.53087,0.53865
73,gp,0.4791,0.53865
74,gp,0.46201,0.53865
75,gp,0.47374,0.53865
76,gp,0.53854,0.53865
77,gp,0.51495,0.53865
78,gp,0.3262,0.53865
79,gp,0.52805,0.53865
80,gp,0.34942,0.53865
