step,phase,J,best_so_far
1,random,-0.1481,-0.1481
2,random,-0.03728,-0.03728
3,random,-0.03822,-0.03728
4,random,-0.19494,-0.03728
5,random,-0.19431,-0.03728
6,random,-0.20237,-0.03728
7,random,-0.13945,-0.03728
8,random,-0.15122,-0.03728
9,random,-0.14972,-0.03728
10,random,-0.05538,-0.03728
11,random,-0.14467,-0.03728
12,random,-0.0411,-0.03728
13,random,-0.14512,-0.03728
14,random,-0.20107,-0.03728
15,random,-0.14903,-0.03728
16,random,-0.20786,-0.03728
17,random,-0.35895,-0.03728
18,random,-0.20001,-0.03728
19,random,-0.19851,-0.03728
20,random,-0.14401,-0.03728
21,gp,-0.14157,-0.03728
22,gp,-0.19104,-0.03728
23,gp,-0.03824,-0.03728
24,gp,-0.19788,-0.03728
25,gp,-0.1507,-0.03728
26,gp,-0.04083,-0.03728
27,gp,0.01008,0.01008
28,gp,0.01034,0.01034
29,gp,0.01767,0.01767
30,gp,-0.026,0.01767
31,gp,0.01543,0.01767
32,gp,-0.14473,0.01767
33,gp,-0.02985,0.01767
34,gp,0.01213,0.01767
35,gp,-0.03547,0.01767
36,gp,0.01477,0.01767
37,gp,-0.03983,0.01767
38,gp,-0.03379,0.01767
39,gp,-0.03193,0.01767
40,gp,-0.03203,0.01767
41,gp,0.02306,0.02306
42,gp,-0.14884,0.02306
43,gp,0.01582,0.02306
44,gp,0.01166,0.02306
45,gp,-0.03289,0.02306
46,gp,-0.08632,0.02306
47,gp,-0.04185,0.02306
48,gp,-0.04114,0.02306
49,gp,-0.04723,0.02306
50,gp,-0.02634,0.02306
51,gp,-0.18445,0.02306
52,gp,-0.19035,0.02306
53,gp,0.01224,0.02306
54,gp,0.01328,0.02306
55,gp,0.01497,0.02306
56,gp,-0.03858,0.02306
57,gp,-0.13668,0.02306
58,gp,-0.04142,0.02306
59,gp,-0.04004,0.02306
60,gp,0.01766,0.02306
61,gp,0.01965,0.02306
62,gp,0.01477,0.02306
63,gp,-0.02808,0.02306
64,gp,0.01732,0.02306
65,gp,-0.03783,0.02306
66,gp,0.01342,0.02306
67,gp,-0.04074,0.02306
68,gp,-0.02934,0.02306
69,gp,0.01567,0.02306
70,gp,-0.03284,0.02306
71,gp,-0.03425,0.02306
72,gp,-0.0331,0.02306
73,gp,0.02357,0.02357
74,gp,-0.02879,0.02357
75,gp,-0.02821,0.02357
76,gp,-0.03742,0.02357
77,gp,-0.02582,0.02357
78,gp,0.02215,0.02357
79,gp,-0.30574,0.02357
80,gp,0.02294,0.02357
