step,phase,J,best_so_far
1,random,-0.45243,-0.45243
2,random,-0.24603,-0.24603
3,random,-0.14719,-0.14719
4,random,-0.45243,-0.14719
5,random,-0.14616,-0.14616
6,random,0.0554,0.0554
7,random,-0.20515,0.0554
8,random,-0.24666,0.0554
9,random,0.05695,0.05695
10,random,-0.30649,0.05695
11,random,-0.39937,0.05695
12,random,-0.36309,0.05695
13,random,-0.45241,0.05695
14,random,-0.24721,0.05695
15,random,0.10607,0.10607
16,random,0.00301,0.10607
17,random,0.15965,0.15965
18,random,0.04831,0.15965
19,random,-0.45215,0.15965
20,random,0.10254,0.15965
21,gp,-0.40523,0.15965
22,gp,0.10641,0.15965
23,gp,0.1054,0.15965
24,gp,-0.04246,0.15965
25,gp,0.20867,0.20867
26,gp,0.15794,0.20867
27,gp,-0.04702,0.20867
28,gp,0.10446,0.20867
29,gp,0.0099,0.20867
30,gp,0.10278,0.20867
31,gp,0.05509,0.20867
32,gp,0.16121,0.20867
33,gp,0.05092,0.20867
34,gp,0.05988,0.20867
35,gp,0.15813,0.20867
36,gp,0.05825,0.20867
37,gp,0.05354,0.20867
38,gp,0.15574,0.20867
39,gp,0.10487,0.20867
40,gp,0.15884,0.20867
41,gp,-0.04581,0.20867
42,gp,-0.09516,0.20867
43,gp,0.05991,0.20867
44,gp,0.16212,0.20867
45,gp,0.15844,0.20867
46,gp,-0.04294,0.20867
47,gp,0.15956,0.20867
48,gp,0.15791,0.20867
49,gp,0.05596,0.20867
50,gp,0.06083,0.20867
51,gp,0.24806,0.24806
52,gp,0.15779,0.24806
53,gp,0.05751,0.24806
54,gp,0.00648,0.24806
55,gp,0.15679,0.24806
56,gp,0.15644,0.24806
57,gp,0.16068,0.24806
58,gp,0.09832,0.24806
59,gp,0.41167,0.41167
60,gp,0.05538,0.41167
61,gp,0.159,0.41167
62,gp,0.05947,0.41167
63,gp,0.16161,0.41167
64,gp,0.15813,0.41167
65,gp,0.10432,0.41167
66,gp,0.06064,0.41167
67,gp,0.15725,0.41167
68,gp,0.06136,0.41167
69,gp,0.06064,0.41167
70,gp,0.16019,0.41167
71,gp,0.00402,0.41167
72,gp,0.05725,0.41167
73,gp,0.0582,0.41167
74,gp,0.15851,0.41167
75,gp,-0.20419,0.41167
76,gp,0.3507,0.41167
77,gp,0.16296,0.41167
78,gp,0.15981,0.41167
79,gp,0.3512,0.41167
80,gp,0.05548,0.41167
