step,phase,J,best_so_far
1,random,0.30618,0.30618
2,random,0.52847,0.52847
3,random,0.46632,0.52847
4,random,0.41314,0.52847
5,random,0.46905,0.52847
6,random,0.46495,0.52847
7,random,0.45764,0.52847
8,random,0.47326,0.52847
9,random,0.47177,0.52847
10,random,-0.51484,0.52847
11,random,-0.30591,0.52847
12,random,0.45666,0.52847
13,random,-0.46816,0.52847
14,random,0.48114,0.52847
15,random,0.46401,0.52847
16,random,0.46412,0.52847
17,random,0.36768,0.52847
18,random,-0.20492,0.52847
19,random,0.30853,0.52847
20,random,0.52695,0.52847
21,gp,0.46549,0.52847
22,gp,0.52378,0.52847
23,gp,0.52416,0.52847
24,gp,0.48037,0.52847
25,gp,0.53436,0.53436
26,gp,0.5258,0.53436
27,gp,0.46301,0.53436
28,gp,0.53347,0.53436
29,gp,0.37111,0.53436
30,gp,0.52529,0.53436
31,gp,0.52596,0.53436
32,gp,0.52342,0.53436
33,gp,0.52527,0.53436
34,gp,0.52778,0.53436
35,gp,0.52216,0.53436
36,gp,0.35842,0.53436
37,gp,0.41999,0.53436
38,gp,0.52185,0.53436
39,gp,0.5184,0.53436
40,gp,0.52383,0.53436
41,gp,0.51966,0.53436
42,gp,0.52587,0.53436
43,gp,0.41434,0.53436
44,gp,0.48528,0.53436
45,gp,0.47048,0.53436
46,gp,0.53124,0.53436
47,gp,0.46744,0.53436
48,gp,0.51992,0.53436
49,gp,0.32404,0.53436
50,gp,0.53669,0.53669
51,gp,0.52773,0.53669
52,gp,0.49282,0.53669
53,gp,0.46955,0.53669
54,gp,0.53644,0.53669
55,gp,0.53487,0.53669
56,gp,0.52497,0.53669
57,gp,0.5156,0.53669
58,gp,0.49072,0.53669
59,gp,0.52996,0.53669
60,gp,0.53073,0.53669
61,gp,0.53322,0.53669
62,gp,0.47229,0.53669
63,gp,0.47743,0.53669
64,gp,0.46066,0.53669
65,gp,0.50786,0.53669
66,gp,0.47571,0.53669
67,gp,0.4836,0.53669
68,gp,0.51965,0.53669
69,gp,0.46891,0.53669
70,gp,0.48472,0.53669
71,gp,0.46521,0.53669
72,gp,0.19552,0.53669
73,gp,0.52041,0.53669
74,gp,0.47309,0.53669
75,gp,0.48109,0.53669
76,gp,0.47331,0.53669
77,gp,0.5208,0.53669
78,gp,0.47449,0.53669
79,gp,0.53133,0.53669
80,gp,0.25546,0.53669
