step,phase,J,best_so_far
1,random,0.05886,0.05886
2,random,0.25917,0.25917
3,random,0.20978,0.25917
4,random,-0.3998,0.25917
5,random,-0.04155,0.25917
6,random,0.16308,0.25917
7,random,-0.4513,0.25917
8,random,-0.29351,0.25917
9,random,0.16171,0.25917
10,random,0.45667,0.45667
11,random,-0.296,0.45667
12,random,-0.46088,0.45667
13,random,-0.30069,0.45667
14,random,-0.0419,0.45667
15,random,0.11177,0.45667
16,random,0.06186,0.45667
17,random,0.21701,0.45667
18,random,0.15826,0.45667
19,random,-0.04581,0.45667
20,random,0.05688,0.45667
21,gp,0.46179,0.46179
22,gp,0.36485,0.46179
23,gp,0.15774,0.46179
24,gp,0.36573,0.46179
25,gp,0.26654,0.46179
26,gp,0.36396,0.46179
27,gp,0.51228,0.51228
28,gp,0.11004,0.51228
29,gp,0.40792,0.51228
30,gp,0.46228,0.51228
31,gp,0.30959,0.51228
32,gp,0.46223,0.51228
33,gp,0.46033,0.51228
34,gp,0.46055,0.51228
35,gp,0.46131,0.51228
36,gp,0.4605,0.51228
37,gp,0.45864,0.51228
38,gp,0.51154,0.51228
39,gp,0.46268,0.51228
40,gp,0.30891,0.51228
41,gp,0.15743,0.51228
42,gp,0.4618,0.51228
43,gp,0.46035,0.51228
44,gp,0.46721,0.51228
45,gp,0.36455,0.51228
46,gp,0.46244,0.51228
47,gp,0.46148,0.51228
48,gp,0.05731,0.51228
49,gp,0.05526,0.51228
50,gp,0.4613,0.51228
51,gp,0.16521,0.51228
52,gp,0.46014,0.51228
53,gp,0.5084,0.51228
54,gp,0.46688,0.51228
55,gp,0.46851,0.51228
56,gp,0.4601,0.51228
57,gp,0.46207,0.51228
58,gp,0.46362,0.51228
59,gp,0.4609,0.51228
60,gp,0.16578,0.51228
61,gp,0.46251,0.51228
62,gp,0.11256,0.51228
63,gp,0.36064,0.51228
64,gp,0.51225,0.51228
65,gp,0.21805,0.51228
66,gp,0.46089,0.51228
67,gp,0.4626,0.51228
68,gp,0.16761,0.51228
69,gp,0.46043,0.51228
70,gp,0.21222,0.51228
71,gp,0.36959,0.51228
72,gp,0.06398,0.51228
73,gp,0.46461,0.51228
74,gp,0.46608,0.51228
75,gp,0.0085,0.51228
76,gp,0.515,0.515
77,gp,0.46367,0.515
78,gp,0.45973,0.515
79,gp,0.51929,0.51929
80,gp,0.51558,0.51929
