step,phase,J,best_so_far
1,random,-0.35736,-0.35736
2,random,-0.04649,-0.04649
3,random,-0.14861,-0.04649
4,random,-0.20505,-0.04649
5,random,-0.20729,-0.04649
6,random,-0.46542,-0.04649
7,random,-0.20372,-0.04649
8,random,-0.3625,-0.04649
9,random,-0.36376,-0.04649
10,random,-0.04844,-0.04649
11,random,-0.14653,-0.04649
12,random,-0.14954,-0.04649
13,random,-0.04236,-0.04236
14,random,-0.45952,-0.04236
15,random,-0.36005,-0.04236
16,random,-0.46899,-0.04236
17,random,-0.47249,-0.04236
18,random,-0.2071,-0.04236
19,random,-0.20592,-0.04236
20,random,-0.2063,-0.04236
21,gp,-0.20197,-0.04236
22,gp,-0.03931,-0.03931
23,gp,-0.19939,-0.03931
24,gp,0.01101,0.01101
25,gp,-0.03344,0.01101
26,gp,-0.19026,0.01101
27,gp,-0.03735,0.01101
28,gp,-0.04161,0.01101
29,gp,0.00896,0.01101
30,gp,-0.03344,0.01101
31,gp,-0.03995,0.01101
32,gp,-0.04016,0.01101
33,gp,-0.04176,0.01101
34,gp,0.01122,0.01122
35,gp,-0.02904,0.01122
36,gp,-0.03486,0.01122
37,gp,0.40841,0.40841
38,gp,-0.15116,0.40841
39,gp,-0.15237,0.40841
40,gp,-0.04457,0.40841
41,gp,0.01644,0.40841
42,gp,0.15778,0.40841
43,gp,0.00682,0.40841
44,gp,-0.03924,0.40841
45,gp,-0.04177,0.40841
46,gp,0.41292,0.41292
47,gp,-0.04798,0.41292
48,gp,-0.04995,0.41292
49,gp,-0.04139,0.41292
50,gp,-0.04254,0.41292
51,gp,0.30494,0.41292
52,gp,-0.20065,0.41292
53,gp,-0.15009,0.41292
54,gp,0.11111,0.41292
55,gp,0.00509,0.41292
56,gp,-0.35597,0.41292
57,gp,-0.14914,0.41292
58,gp,-0.29151,0.41292
59,gp,-0.14549,0.41292
60,gp,0.01381,0.41292
61,gp,0.21813,0.41292
62,gp,-0.2987,0.41292
63,gp,0.15842,0.41292
64,gp,-0.03177,0.41292
65,gp,-0.04829,0.41292
66,gp,0.15426,0.41292
67,gp,0.02705,0.41292
68,gp,0.30836,0.41292
69,gp,0.30683,0.41292
70,gp,-0.03113,0.41292
71,gp,-0.04598,0.41292
72,gp,-0.29467,0.41292
73,gp,-0.14754,0.41292
74,gp,0.31256,0.41292
75,gp,0.36363,0.41292
76,gp,-0.20139,0.41292
77,gp,-0.03787,0.41292
78,gp,-0.30832,0.41292
79,gp,0.35877,0.41292
80,gp,0.30142,0.41292
