step,phase,J,best_so_far
1,random,-0.20157,-0.20157
2,random,-0.04349,-0.04349
3,random,-0.1447,-0.04349
4,random,-0.20032,-0.04349
5,random,-0.20124,-0.04349
6,random,-0.46065,-0.04349
7,random,-0.20105,-0.04349
8,random,-0.30851,-0.04349
9,random,-0.35829,-0.04349
10,random,-0.0429,-0.0429
11,random,-0.04147,-0.04147
12,random,-0.14973,-0.04147
13,random,-0.04072,-0.04072
14,random,-0.35434,-0.04072
15,random,-0.35451,-0.04072
16,random,-0.46342,-0.04072
17,random,-0.46742,-0.04072
18,random,-0.20118,-0.04072
19,random,-0.20074,-0.04072
20,random,-0.20249,-0.04072
21,gp,-0.19716,-0.04072
22,gp,0.01223,0.01223
23,gp,-0.14456,0.01223
24,gp,0.01257,0.01257
25,gp,-0.13903,0.01257
26,gp,-0.14169,0.01257
27,gp,0.21663,0.21663
28,gp,0.01746,0.21663
29,gp,0.31462,0.31462
30,gp,-0.19984,0.31462
31,gp,0.01819,0.31462
32,gp,0.26062,0.31462
33,gp,-0.19637,0.31462
34,gp,0.25993,0.31462
35,gp,0.31059,0.31462
36,gp,-0.03404,0.31462
37,gp,0.11328,0.31462
38,gp,0.02095,0.31462
39,gp,0.01821,0.31462
40,gp,0.30576,0.31462
41,gp,0.30746,0.31462
42,gp,0.36596,0.36596
43,gp,-0.03903,0.36596
44,gp,0.25664,0.36596
45,gp,0.01109,0.36596
46,gp,0.02021,0.36596
47,gp,0.31059,0.36596
48,gp,0.35998,0.36596
49,gp,0.31513,0.36596
50,gp,-0.04139,0.36596
51,gp,0.16044,0.36596
52,gp,0.41172,0.41172
53,gp,0.36314,0.41172
54,gp,0.01658,0.41172
55,gp,0.00874,0.41172
56,gp,-0.09898,0.41172
57,gp,-0.19983,0.41172
58,gp,0.01096,0.41172
59,gp,0.3608,0.41172
60,gp,0.01243,0.41172
61,gp,0.01909,0.41172
62,gp,0.30179,0.41172
63,gp,-0.04018,0.41172
64,gp,0.21011,0.41172
65,gp,0.10424,0.41172
66,gp,0.31026,0.41172
67,gp,0.36016,0.41172
68,gp,-0.40319,0.41172
69,gp,0.31005,0.41172
70,gp,0.1576,0.41172
71,gp,0.3048,0.41172
72,gp,-0.04012,0.41172
73,gp,0.1039,0.41172
74,gp,0.11763,0.41172
75,gp,0.3142,0.41172
76,gp,-0.19181,0.41172
77,gp,0.41123,0.41172
78,gp,0.30896,0.41172
79,gp,0.16346,0.41172
80,gp,-0.03377,0.41172
