step,phase,J,best_so_far
1,random,-0.15065,-0.15065
2,random,-0.13992,-0.13992
3,random,-0.14275,-0.13992
4,random,-0.14667,-0.13992
5,random,-0.19721,-0.13992
6,random,-0.15713,-0.13992
7,random,-0.14228,-0.13992
8,random,-0.15062,-0.13992
9,random,-0.15375,-0.13992
10,random,-0.25901,-0.13992
11,random,-0.14801,-0.13992
12,random,-0.04344,-0.04344
13,random,-0.04706,-0.04344
14,random,-0.15053,-0.04344
15,random,-0.2036,-0.04344
16,random,-0.25999,-0.04344
17,random,-0.36357,-0.04344
18,random,-0.2053,-0.04344
19,random,-0.20186,-0.04344
20,random,-0.14647,-0.04344
21,gp,-0.05324,-0.04344
22,gp,-0.04284,-0.04284
23,gp,0.0155,0.0155
24,gp,0.00483,0.0155
25,gp,0.01491,0.0155
26,gp,-0.04573,0.0155
27,gp,-0.04016,0.0155
28,gp,-0.03163,0.0155
29,gp,0.01482,0.0155
30,gp,0.00671,0.0155
31,gp,0.00354,0.0155
32,gp,0.01312,0.0155
33,gp,-0.03935,0.0155
34,gp,0.00316,0.0155
35,gp,-0.13893,0.0155
36,gp,-0.04305,0.0155
37,gp,-0.10365,0.0155
38,gp,-0.04353,0.0155
39,gp,0.00011,0.0155
40,gp,-0.14329,0.0155
41,gp,-0.04096,0.0155
42,gp,-0.04926,0.0155
43,gp,0.00436,0.0155
44,gp,-0.03463,0.0155
45,gp,-0.04067,0.0155
46,gp,-0.04155,0.0155
47,gp,-0.2008,0.0155
48,gp,0.01496,0.0155
49,gp,0.01632,0.01632
50,gp,-0.04002,0.01632
51,gp,-0.04107,0.01632
52,gp,-0.08406,0.01632
53,gp,-0.03809,0.01632
54,gp,-0.14812,0.01632
55,gp,-0.04166,0.01632
56,gp,-0.0369,0.01632
57,gp,0.0137,0.01632
58,gp,-0.03908,0.01632
59,gp,-0.19632,0.01632
60,gp,0.01359,0.01632
61,gp,-0.04574,0.01632
62,gp,-0.13782,0.01632
63,gp,0.01572,0.01632
64,gp,-0.03082,0.01632
65,gp,-0.04993,0.01632
66,gp,-0.15058,0.01632
67,gp,0.01287,0.01632
68,gp,0.00467,0.01632
69,gp,-0.04397,0.01632
70,gp,-0.03597,0.01632
71,gp,0.01184,0.01632
72,gp,0.01072,0.01632
73,gp,-0.1457,0.01632
74,gp,-0.19879,0.01632
75,gp,-0.03746,0.01632
76,gp,0.01454,0.01632
77,gp,-0.03821,0.01632
78,gp,-0.03851,0.01632
79,gp,0.01278,0.01632
80,gp,-0.04734,0.01632
