step,phase,J,best_so_far
1,random,0.16348,0.16348
2,random,0.26894,0.26894
3,random,0.36756,0.36756
4,random,-0.08901,0.36756
5,random,0.36964,0.36964
6,random,0.37616,0.37616
7,random,-0.04124,0.37616
8,random,0.4708,0.4708
9,random,0.32644,0.4708
10,random,-0.05113,0.4708
11,random,-0.34667,0.4708
12,random,-0.35028,0.4708
13,random,-0.50497,0.4708
14,random,0.32163,0.4708
15,random,0.22275,0.4708
16,random,0.224,0.4708
17,random,0.38183,0.4708
18,random,0.16121,0.4708
19,random,0.41256,0.4708
20,random,0.37144,0.4708
21,gp,0.37511,0.4708
22,gp,0.325,0.4708
23,gp,0.22544,0.4708
24,gp,0.37555,0.4708
25,gp,0.32282,0.4708
26,gp,0.47952,0.47952
27,gp,0.16941,0.47952
28,gp,0.48394,0.48394
29,gp,0.37695,0.48394
30,gp,0.47035,0.48394
31,gp,0.52332,0.52332
32,gp,0.3308,0.52332
33,gp,0.38491,0.52332
34,gp,0.38459,0.52332
35,gp,0.47758,0.52332
36,gp,0.52307,0.52332
37,gp,0.53224,0.53224
38,gp,0.32737,0.53224
39,gp,0.27157,0.53224
40,gp,0.47494,0.53224
41,gp,0.17294,0.53224
42,gp,0.32675,0.53224
43,gp,0.2146,0.53224
44,gp,0.53092,0.53224
45,gp,0.47417,0.53224
46,gp,0.37754,0.53224
47,gp,0.52135,0.53224
48,gp,0.26849,0.53224
49,gp,0.48113,0.53224
50,gp,0.48181,0.53224
51,gp,0.28091,0.53224
52,gp,0.47334,0.53224
53,gp,0.48136,0.53224
54,gp,0.4747,0.53224
55,gp,0.36888,0.53224
56,gp,0.48607,0.53224
57,gp,0.31782,0.53224
58,gp,0.38307,0.53224
59,gp,0.52017,0.53224
60,gp,0.37616,0.53224
61,gp,0.31028,0.53224
62,gp,0.4711,0.53224
63,gp,0.46943,0.53224
64,gp,0.47791,0.53224
65,gp,0.36891,0.53224
66,gp,0.51842,0.53224
67,gp,0.47818,0.53224
68,gp,0.26608,0.53224
69,gp,0.5292,0.53224
70,gp,0.52111,0.53224
71,gp,0.4184,0.53224
72,gp,0.37783,0.53224
73,gp,0.42302,0.53224
74,gp,0.52931,0.53224
75,gp,0.16529,0.53224
76,gp,0.53535,0.53535
77,gp,0.22583,0.53535
78,gp,0.48464,0.53535
79,gp,0.47542,0.53535
80,gp,0.43182,0.53535
