step,phase,J,best_so_far
1,random,-0.19968,-0.19968
2,random,-0.09296,-0.09296
3,random,-0.14413,-0.09296
4,random,-0.1992,-0.09296
5,random,-0.2009,-0.09296
6,random,-0.46063,-0.09296
7,random,-0.1503,-0.09296
8,random,-0.30636,-0.09296
9,random,-0.35873,-0.09296
10,random,-0.04297,-0.04297
11,random,-0.04067,-0.04067
12,random,-0.14826,-0.04067
13,random,-0.03904,-0.03904
14,random,-0.45299,-0.03904
15,random,-0.35461,-0.03904
16,random,-0.46201,-0.03904
17,random,-0.46822,-0.03904
18,random,-0.20147,-0.03904
19,random,-0.20043,-0.03904
20,random,-0.15204,-0.03904
21,gp,-0.19696,-0.03904
22,gp,-0.13794,-0.03904
23,gp,-0.1946,-0.03904
24,gp,-0.038,-0.038
25,gp,0.01213,0.01213
26,gp,-0.0412,0.01213
27,gp,0.21587,0.21587
28,gp,0.01633,0.21587
29,gp,0.31511,0.31511
30,gp,-0.02964,0.31511
31,gp,0.01846,0.31511
32,gp,0.20847,0.31511
33,gp,-0.19511,0.31511
34,gp,0.11471,0.31511
35,gp,0.3046,0.31511
36,gp,0.05604,0.31511
37,gp,0.21242,0.31511
38,gp,0.41094,0.41094
39,gp,0.2175,0.41094
40,gp,0.35904,0.41094
41,gp,0.01229,0.41094
42,gp,0.36497,0.41094
43,gp,0.16323,0.41094
44,gp,-0.13549,0.41094
45,gp,0.4614,0.4614
46,gp,0.4138,0.4614
47,gp,0.40903,0.4614
48,gp,0.45946,0.4614
49,gp,-0.19135,0.4614
50,gp,-0.04499,0.4614
51,gp,-0.44399,0.4614
52,gp,0.41199,0.4614
53,gp,0.36151,0.4614
54,gp,-0.03944,0.4614
55,gp,0.21291,0.4614
56,gp,-0.35218,0.4614
57,gp,0.1132,0.4614
58,gp,-0.34648,0.4614
59,gp,0.30526,0.4614
60,gp,-0.04375,0.4614
61,gp,0.01839,0.4614
62,gp,-0.20279,0.4614
63,gp,0.30406,0.4614
64,gp,0.45868,0.4614
65,gp,0.00333,0.4614
66,gp,-0.2585,0.4614
67,gp,0.30956,0.4614
68,gp,-0.04582,0.4614
69,gp,0.4096,0.4614
70,gp,-0.14454,0.4614
71,gp,0.36348,0.4614
72,gp,-0.15001,0.4614
73,gp,-0.04441,0.4614
74,gp,-0.00577,0.4614
75,gp,0.36394,0.4614
76,gp,0.012,0.4614
77,gp,0.29996,0.4614
78,gp,0.3075,0.4614
79,gp,0.16281,0.4614
80,gp,0.46201,0.46201
