step,phase,J,best_so_far
1,random,0.1718,0.1718
2,random,0.3237,0.3237
3,random,0.37509,0.37509
4,random,0.31543,0.37509
5,random,0.37478,0.37509
6,random,0.3831,0.3831
7,random,0.16426,0.3831
8,random,0.37278,0.3831
9,random,0.3315,0.3831
10,random,0.41227,0.41227
11,random,-0.33816,0.41227
12,random,-0.04536,0.41227
13,random,-0.44644,0.41227
14,random,0.47359,0.47359
15,random,0.37997,0.47359
16,random,0.48024,0.48024
17,random,0.38816,0.48024
18,random,0.37166,0.48024
19,random,0.41994,0.48024
20,random,0.47503,0.48024
21,gp,0.2766,0.48024
22,gp,0.52574,0.52574
23,gp,0.4738,0.52574
24,gp,0.3746,0.52574
25,gp,0.42083,0.52574
26,gp,0.22122,0.52574
27,gp,0.52564,0.52574
28,gp,0.34079,0.52574
29,gp,0.52101,0.52574
30,gp,0.53087,0.53087
31,gp,0.52187,0.53087
32,gp,0.42785,0.53087
33,gp,0.52434,0.53087
34,gp,0.37944,0.53087
35,gp,0.53143,0.53143
36,gp,0.33512,0.53143
37,gp,0.3309,0.53143
38,gp,0.48292,0.53143
39,gp,0.43062,0.53143
40,gp,0.47314,0.53143
41,gp,0.52581,0.53143
42,gp,0.52136,0.53143
43,gp,0.52155,0.53143
44,gp,0.47883,0.53143
45,gp,0.37553,0.53143
46,gp,0.47625,0.53143
47,gp,0.32773,0.53143
48,gp,0.36554,0.53143
49,gp,0.51577,0.53143
50,gp,0.46386,0.53143
51,gp,0.52917,0.53143
52,gp,0.52212,0.53143
53,gp,0.48701,0.53143
54,gp,0.53596,0.53596
55,gp,0.38519,0.53596
56,gp,0.47585,0.53596
57,gp,0.53333,0.53596
58,gp,0.2262,0.53596
59,gp,0.5389,0.5389
60,gp,0.33554,0.5389
61,gp,0.48582,0.5389
62,gp,0.47522,0.5389
63,gp,0.38115,0.5389
64,gp,0.47906,0.5389
65,gp,0.37364,0.5389
66,gp,0.41974,0.5389
67,gp,0.47635,0.5389
68,gp,0.52297,0.5389
69,gp,0.53196,0.5389
70,gp,0.46755,0.5389
71,gp,0.37279,0.5389
72,gp,0.53069,0.5389
73,gp,0.47578,0.5389
74,gp,0.52675,0.5389
75,gp,0.22333,0.5389
76,gp,0.53482,0.5389
77,gp,0.32782,0.5389
78,gp,0.47948,0.5389
79,gp,0.37443,0.5389
80,gp,0.52892,0.5389
