step,phase,J,best_so_far
1,random,-0.25274,-0.25274
2,random,-0.19535,-0.19535
3,random,-0.22092,-0.19535
4,random,-0.22894,-0.19535
5,random,-0.2953,-0.19535
6,random,-0.20056,-0.19535
7,random,-0.20823,-0.19535
8,random,-0.25924,-0.19535
9,random,-0.16044,-0.16044
10,random,-0.20646,-0.16044
11,random,-0.24592,-0.16044
12,random,-0.23819,-0.16044
13,random,-0.31025,-0.16044
14,random,-0.23396,-0.16044
15,random,-0.20468,-0.16044
16,random,-0.20971,-0.16044
17,random,-0.17939,-0.16044
18,random,-0.2119,-0.16044
19,random,-0.2647,-0.16044
20,random,-0.26217,-0.16044
21,random,-0.24152,-0.16044
22,random,-0.21117,-0.16044
23,random,-0.24748,-0.16044
24,random,-0.20521,-0.16044
25,random,-0.24766,-0.16044
26,random,-0.21962,-0.16044
27,random,-0.24312,-0.16044
28,random,-0.22186,-0.16044
29,random,-0.21742,-0.16044
30,random,-0.19553,-0.16044
31,random,-0.24322,-0.16044
32,random,-0.27896,-0.16044
33,random,-0.22889,-0.16044
34,random,-0.16711,-0.16044
35,random,-0.22558,-0.16044
36,random,-0.20092,-0.16044
37,random,-0.22683,-0.16044
38,random,-0.21335,-0.16044
39,random,-0.26243,-0.16044
40,random,-0.19764,-0.16044
41,gp,-0.17855,-0.16044
42,gp,-0.17092,-0.16044
43,gp,-0.19821,-0.16044
44,gp,-0.19346,-0.16044
45,gp,-0.15774,-0.15774
46,gp,-0.20085,-0.15774
47,gp,-0.16999,-0.15774
48,gp,-0.15589,-0.15589
49,gp,-0.15554,-0.15554
50,gp,-0.15561,-0.15554
51,gp,-0.21748,-0.15554
52,gp,-0.17605,-0.15554
53,gp,-0.18835,-0.15554
54,gp,-0.20256,-0.15554
55,gp,-0.16839,-0.15554
56,gp,-0.18487,-0.15554
57,gp,-0.18168,-0.15554
58,gp,-0.15738,-0.15554
59,gp,-0.1673,-0.15554
60,gp,-0.2273,-0.15554
61,gp,-0.17063,-0.15554
62,gp,-0.16082,-0.15554
63,gp,-0.18352,-0.15554
64,gp,-0.20736,-0.15554
65,gp,-0.16831,-0.15554
66,gp,-0.15718,-0.15554
67,gp,-0.17544,-0.15554
68,gp,-0.22442,-0.15554
69,gp,-0.1983,-0.15554
70,gp,-0.1848,-0.15554
71,gp,-0.19176,-0.15554
72,gp,-0.15222,-0.15222
73,gp,-0.20665,-0.15222
74,gp,-0.21632,-0.15222
75,gp,-0.18531,-0.15222
76,gp,-0.1495,-0.1495
77,gp,-0.16083,-0.1495
78,gp,-0.21341,-0.1495
79,gp,-0.19474,-0.1495
80,gp,-0.17325,-0.1495
81,gp,-0.16909,-0.1495
82,gp,-0.15626,-0.1495
83,gp,-0.19482,-0.1495
84,gp,-0.23487,-0.1495
85,gp,-0.15992,-0.1495
86,gp,-0.14693,-0.14693
87,gp,-0.17538,-0.14693
88,gp,-0.17872,-0.14693
89,gp,-0.17025,-0.14693
90,gp,-0.22509,-0.14693
91,gp,-0.15295,-0.14693
92,gp,-0.17012,-0.14693
93,gp,-0.16134,-0.14693
94,gp,-0.18248,-0.14693
95,gp,-0.1632,-0.14693
96,gp,-0.14432,-0.14432
97,gp,-0.16182,-0.14432
98,gp,-0.17059,-0.14432
99,gp,-0.22266,-0.14432
100,gp,-0.20009,-0.14432
101,gp,-0.16328,-0.14432
102,gp,-0.18942,-0.14432
103,gp,-0.15465,-0.14432
104,gp,-0.15478,-0.14432
105,gp,-0.1832,-0.14432
106,gp,-0.13945,-0.13945
107,gp,-0.15028,-0.13945
108,gp,-0.16992,-0.13945
109,gp,-0.16589,-0.13945
110,gp,-0.15697,-0.13945
111,gp,-0.16593,-0.13945
112,gp,-0.18333,-0.13945
113,gp,-0.15128,-0.13945
114,gp,-0.17432,-0.13945
115,gp,-0.18218,-0.13945
116,gp,-0.18984,-0.13945
117,gp,-0.1608,-0.13945
118,gp,-0.1704,-0.13945
119,gp,-0.19013,-0.13945
120,gp,-0.16268,-0.13945
