step,phase,J,best_so_far
1,random,-0.17476,-0.17476
2,random,-0.17098,-0.17098
3,random,-0.1552,-0.1552
4,random,-0.17728,-0.1552
5,random,-0.23727,-0.1552
6,random,-0.15824,-0.1552
7,random,-0.17334,-0.1552
8,random,-0.16852,-0.1552
9,random,-0.11654,-0.11654
10,random,-0.18003,-0.11654
11,random,-0.19028,-0.11654
12,random,-0.18976,-0.11654
13,random,-0.20191,-0.11654
14,random,-0.19424,-0.11654
15,random,-0.17573,-0.11654
16,random,-0.15043,-0.11654
17,random,-0.15692,-0.11654
18,random,-0.15762,-0.11654
19,random,-0.18017,-0.11654
20,random,-0.18617,-0.11654
21,random,-0.20252,-0.11654
22,random,-0.18467,-0.11654
23,random,-0.18765,-0.11654
24,random,-0.16236,-0.11654
25,random,-0.20747,-0.11654
26,random,-0.16593,-0.11654
27,random,-0.1919,-0.11654
28,random,-0.17143,-0.11654
29,random,-0.1616,-0.11654
30,random,-0.15939,-0.11654
31,random,-0.19846,-0.11654
32,random,-0.24385,-0.11654
33,random,-0.18905,-0.11654
34,random,-0.12987,-0.11654
35,random,-0.20496,-0.11654
36,random,-0.15924,-0.11654
37,random,-0.18413,-0.11654
38,random,-0.15943,-0.11654
39,random,-0.24744,-0.11654
40,random,-0.15597,-0.11654
41,gp,-0.11888,-0.11654
42,gp,-0.13374,-0.11654
43,gp,-0.12138,-0.11654
44,gp,-0.16543,-0.11654
45,gp,-0.13365,-0.11654
46,gp,-0.124,-0.11654
47,gp,-0.1113,-0.1113
48,gp,-0.17215,-0.1113
49,gp,-0.0949,-0.0949
50,gp,-0.1581,-0.0949
51,gp,-0.13554,-0.0949
52,gp,-0.1411,-0.0949
53,gp,-0.13994,-0.0949
54,gp,-0.11298,-0.0949
55,gp,-0.18351,-0.0949
56,gp,-0.1657,-0.0949
57,gp,-0.14702,-0.0949
58,gp,-0.15722,-0.0949
59,gp,-0.12668,-0.0949
60,gp,-0.11778,-0.0949
61,gp,-0.21057,-0.0949
62,gp,-0.13095,-0.0949
63,gp,-0.12079,-0.0949
64,gp,-0.11624,-0.0949
65,gp,-0.15338,-0.0949
66,gp,-0.11147,-0.0949
67,gp,-0.16247,-0.0949
68,gp,-0.13773,-0.0949
69,gp,-0.16073,-0.0949
70,gp,-0.18895,-0.0949
71,gp,-0.12247,-0.0949
72,gp,-0.16515,-0.0949
73,gp,-0.13126,-0.0949
74,gp,-0.12258,-0.0949
75,gp,-0.10435,-0.0949
76,gp,-0.21734,-0.0949
77,gp,-0.18555,-0.0949
78,gp,-0.18656,-0.0949
79,gp,-0.1601,-0.0949
80,gp,-0.11506,-0.0949
81,gp,-0.16897,-0.0949
82,gp,-0.13945,-0.0949
83,gp,-0.14029,-0.0949
84,gp,-0.1119,-0.0949
85,gp,-0.12861,-0.0949
86,gp,-0.20645,-0.0949
87,gp,-0.14576,-0.0949
88,gp,-0.12402,-0.0949
89,gp,-0.14838,-0.0949
90,gp,-0.18816,-0.0949
91,gp,-0.13769,-0.0949
92,gp,-0.15108,-0.0949
93,gp,-0.12711,-0.0949
94,gp,-0.17953,-0.0949
95,gp,-0.1855,-0.0949
96,gp,-0.16307,-0.0949
97,gp,-0.10831,-0.0949
98,gp,-0.155,-0.0949
99,gp,-0.16371,-0.0949
100,gp,-0.1144,-0.0949
101,gp,-0.10298,-0.0949
102,gp,-0.13465,-0.0949
103,gp,-0.15642,-0.0949
104,gp,-0.11516,-0.0949
105,gp,-0.11164,-0.0949
106,gp,-0.2199,-0.0949
107,gp,-0.11266,-0.0949
108,gp,-0.14664,-0.0949
109,gp,-0.14547,-0.0949
110,gp,-0.1678,-0.0949
111,gp,-0.16543,-0.0949
112,gp,-0.12701,-0.0949
113,gp,-0.16758,-0.0949
114,gp,-0.16889,-0.0949
115,gp,-0.11141,-0.0949
116,gp,-0.13862,-0.0949
117,gp,-0.10123,-0.0949
118,gp,-0.14895,-0.0949
119,gp,-0.11933,-0.0949
120,gp,-0.17443,-0.0949
