step,phase,J,best_so_far
1,random,-0.22699,-0.22699
2,random,-0.14568,-0.14568
3,random,-0.19362,-0.14568
4,random,-0.19818,-0.14568
5,random,-0.21932,-0.14568
6,random,-0.17626,-0.14568
7,random,-0.1734,-0.14568
8,random,-0.2153,-0.14568
9,random,-0.14173,-0.14173
10,random,-0.19097,-0.14173
11,random,-0.21188,-0.14173
12,random,-0.22824,-0.14173
13,random,-0.32113,-0.14173
14,random,-0.20297,-0.14173
15,random,-0.16763,-0.14173
16,random,-0.17129,-0.14173
17,random,-0.1564,-0.14173
18,random,-0.1975,-0.14173
19,random,-0.23472,-0.14173
20,random,-0.21912,-0.14173
21,random,-0.21366,-0.14173
22,random,-0.17812,-0.14173
23,random,-0.24384,-0.14173
24,random,-0.1857,-0.14173
25,random,-0.20533,-0.14173
26,random,-0.20013,-0.14173
27,random,-0.22748,-0.14173
28,random,-0.15932,-0.14173
29,random,-0.26352,-0.14173
30,random,-0.15554,-0.14173
31,random,-0.20542,-0.14173
32,random,-0.20509,-0.14173
33,random,-0.17921,-0.14173
34,random,-0.13921,-0.13921
35,random,-0.20038,-0.13921
36,random,-0.16777,-0.13921
37,random,-0.17291,-0.13921
38,random,-0.19352,-0.13921
39,random,-0.1861,-0.13921
40,random,-0.15507,-0.13921
41,gp,-0.17014,-0.13921
42,gp,-0.16979,-0.13921
43,gp,-0.13864,-0.13864
44,gp,-0.15054,-0.13864
45,gp,-0.13089,-0.13089
46,gp,-0.16348,-0.13089
47,gp,-0.15883,-0.13089
48,gp,-0.14294,-0.13089
49,gp,-0.13315,-0.13089
50,gp,-0.14358,-0.13089
51,gp,-0.17113,-0.13089
52,gp,-0.12174,-0.12174
53,gp,-0.12309,-0.12174
54,gp,-0.17867,-0.12174
55,gp,-0.12329,-0.12174
56,gp,-0.10931,-0.10931
57,gp,-0.15155,-0.10931
58,gp,-0.12575,-0.10931
59,gp,-0.17625,-0.10931
60,gp,-0.13643,-0.10931
61,gp,-0.14601,-0.10931
62,gp,-0.13881,-0.10931
63,gp,-0.13668,-0.10931
64,gp,-0.18539,-0.10931
65,gp,-0.19098,-0.10931
66,gp,-0.16327,-0.10931
67,gp,-0.12559,-0.10931
68,gp,-0.17837,-0.10931
69,gp,-0.19885,-0.10931
70,gp,-0.13585,-0.10931
71,gp,-0.16526,-0.10931
72,gp,-0.12657,-0.10931
73,gp,-0.13468,-0.10931
74,gp,-0.17651,-0.10931
75,gp,-0.13814,-0.10931
76,gp,-0.15211,-0.10931
77,gp,-0.1924,-0.10931
78,gp,-0.15068,-0.10931
79,gp,-0.18593,-0.10931
80,gp,-0.11307,-0.10931
81,gp,-0.13612,-0.10931
82,gp,-0.12349,-0.10931
83,gp,-0.15417,-0.10931
84,gp,-0.14425,-0.10931
85,gp,-0.13019,-0.10931
86,gp,-0.24405,-0.10931
87,gp,-0.17484,-0.10931
88,gp,-0.14159,-0.10931
89,gp,-0.13403,-0.10931
90,gp,-0.14628,-0.10931
91,gp,-0.11055,-0.10931
92,gp,-0.12099,-0.10931
93,gp,-0.13772,-0.10931
94,gp,-0.15599,-0.10931
95,gp,-0.12294,-0.10931
96,gp,-0.12556,-0.10931
97,gp,-0.13593,-0.10931
98,gp,-0.15428,-0.10931
99,gp,-0.13907,-0.10931
100,gp,-0.12592,-0.10931
101,gp,-0.1306,-0.10931
102,gp,-0.16996,-0.10931
103,gp,-0.11896,-0.10931
104,gp,-0.13059,-0.10931
105,gp,-0.10923,-0.10923
106,gp,-0.18169,-0.10923
107,gp,-0.12574,-0.10923
108,gp,-0.14897,-0.10923
109,gp,-0.14077,-0.10923
110,gp,-0.14448,-0.10923
111,gp,-0.13002,-0.10923
112,gp,-0.20962,-0.10923
113,gp,-0.14029,-0.10923
114,gp,-0.14714,-0.10923
115,gp,-0.14387,-0.10923
116,gp,-0.14414,-0.10923
117,gp,-0.13732,-0.10923
118,gp,-0.12339,-0.10923
119,gp,-0.15026,-0.10923
120,gp,-0.14559,-0.10923
