step,phase,J,best_so_far
1,random,-0.18991,-0.18991
2,random,-0.14926,-0.14926
3,random,-0.1721,-0.14926
4,random,-0.18493,-0.14926
5,random,-0.21574,-0.14926
6,random,-0.1694,-0.14926
7,random,-0.16853,-0.14926
8,random,-0.19022,-0.14926
9,random,-0.11876,-0.11876
10,random,-0.17029,-0.11876
11,random,-0.19193,-0.11876
12,random,-0.18663,-0.11876
13,random,-0.20645,-0.11876
14,random,-0.18555,-0.11876
15,random,-0.1695,-0.11876
16,random,-0.16068,-0.11876
17,random,-0.15779,-0.11876
18,random,-0.15994,-0.11876
19,random,-0.20678,-0.11876
20,random,-0.20459,-0.11876
21,random,-0.20183,-0.11876
22,random,-0.16176,-0.11876
23,random,-0.17709,-0.11876
24,random,-0.15844,-0.11876
25,random,-0.20445,-0.11876
26,random,-0.16493,-0.11876
27,random,-0.20144,-0.11876
28,random,-0.18881,-0.11876
29,random,-0.16175,-0.11876
30,random,-0.15933,-0.11876
31,random,-0.21401,-0.11876
32,random,-0.23596,-0.11876
33,random,-0.18283,-0.11876
34,random,-0.14654,-0.11876
35,random,-0.17732,-0.11876
36,random,-0.16671,-0.11876
37,random,-0.17893,-0.11876
38,random,-0.15899,-0.11876
39,random,-0.23547,-0.11876
40,random,-0.16639,-0.11876
41,gp,-0.15597,-0.11876
42,gp,-0.15828,-0.11876
43,gp,-0.16637,-0.11876
44,gp,-0.12625,-0.11876
45,gp,-0.14785,-0.11876
46,gp,-0.14883,-0.11876
47,gp,-0.1466,-0.11876
48,gp,-0.18113,-0.11876
49,gp,-0.12655,-0.11876
50,gp,-0.1447,-0.11876
51,gp,-0.14169,-0.11876
52,gp,-0.14426,-0.11876
53,gp,-0.15363,-0.11876
54,gp,-0.16006,-0.11876
55,gp,-0.12856,-0.11876
56,gp,-0.16118,-0.11876
57,gp,-0.15168,-0.11876
58,gp,-0.12967,-0.11876
59,gp,-0.1474,-0.11876
60,gp,-0.13777,-0.11876
61,gp,-0.17251,-0.11876
62,gp,-0.17133,-0.11876
63,gp,-0.14428,-0.11876
64,gp,-0.19284,-0.11876
65,gp,-0.16645,-0.11876
66,gp,-0.15537,-0.11876
67,gp,-0.13088,-0.11876
68,gp,-0.15059,-0.11876
69,gp,-0.14539,-0.11876
70,gp,-0.15122,-0.11876
71,gp,-0.177,-0.11876
72,gp,-0.12449,-0.11876
73,gp,-0.16496,-0.11876
74,gp,-0.16609,-0.11876
75,gp,-0.12775,-0.11876
76,gp,-0.16128,-0.11876
77,gp,-0.165,-0.11876
78,gp,-0.15849,-0.11876
79,gp,-0.1722,-0.11876
80,gp,-0.14307,-0.11876
81,gp,-0.15462,-0.11876
82,gp,-0.15269,-0.11876
83,gp,-0.15796,-0.11876
84,gp,-0.16316,-0.11876
85,gp,-0.12587,-0.11876
86,gp,-0.12373,-0.11876
87,gp,-0.15588,-0.11876
88,gp,-0.13023,-0.11876
89,gp,-0.13002,-0.11876
90,gp,-0.16047,-0.11876
91,gp,-0.15376,-0.11876
92,gp,-0.13842,-0.11876
93,gp,-0.15503,-0.11876
94,gp,-0.1469,-0.11876
95,gp,-0.19402,-0.11876
96,gp,-0.1477,-0.11876
97,gp,-0.20455,-0.11876
98,gp,-0.15955,-0.11876
99,gp,-0.13637,-0.11876
100,gp,-0.1519,-0.11876
101,gp,-0.16518,-0.11876
102,gp,-0.15199,-0.11876
103,gp,-0.17627,-0.11876
104,gp,-0.12032,-0.11876
105,gp,-0.12613,-0.11876
106,gp,-0.13034,-0.11876
107,gp,-0.16039,-0.11876
108,gp,-0.15127,-0.11876
109,gp,-0.13493,-0.11876
110,gp,-0.14847,-0.11876
111,gp,-0.14782,-0.11876
112,gp,-0.13186,-0.11876
113,gp,-0.13327,-0.11876
114,gp,-0.1562,-0.11876
115,gp,-0.12324,-0.11876
116,gp,-0.14047,-0.11876
117,gp,-0.12491,-0.11876
118,gp,-0.15649,-0.11876
119,gp,-0.17206,-0.11876
120,gp,-0.14391,-0.11876
