step,phase,J,best_so_far
1,random,0.52788,0.52788
2,random,0.5279,0.5279
3,random,0.52855,0.52855
4,random,0.53974,0.53974
5,random,0.36353,0.53974
6,random,0.54827,0.54827
7,random,0.53387,0.54827
8,random,0.52135,0.54827
9,random,0.54411,0.54827
10,random,0.49758,0.54827
11,random,0.49029,0.54827
12,random,0.47756,0.54827
13,random,0.36848,0.54827
14,random,0.47662,0.54827
15,random,0.5533,0.5533
16,random,0.49219,0.5533
17,random,0.54176,0.5533
18,random,0.55258,0.5533
19,random,0.53756,0.5533
20,random,0.52007,0.5533
21,random,0.54048,0.5533
22,random,0.51974,0.5533
23,random,0.27128,0.5533
24,random,0.54141,0.5533
25,random,0.48706,0.5533
26,random,0.54387,0.5533
27,random,0.53436,0.5533
28,random,0.52533,0.5533
29,random,0.47017,0.5533
30,random,0.53917,0.5533
31,random,0.47932,0.5533
32,random,0.36963,0.5533
33,random,0.5418,0.5533
34,random,0.43309,0.5533
35,random,0.52433,0.5533
36,random,0.53931,0.5533
37,random,0.54544,0.5533
38,random,0.53941,0.5533
39,random,0.27516,0.5533
40,random,0.54319,0.5533
41,gp,0.54381,0.5533
42,gp,0.54185,0.5533
43,gp,0.54738,0.5533
44,gp,0.54554,0.5533
45,gp,0.49587,0.5533
46,gp,0.54357,0.5533
47,gp,0.53809,0.5533
48,gp,0.54559,0.5533
49,gp,0.55104,0.5533
50,gp,0.49466,0.5533
51,gp,0.54537,0.5533
52,gp,0.49373,0.5533
53,gp,0.54743,0.5533
54,gp,0.54902,0.5533
55,gp,0.55253,0.5533
56,gp,0.54396,0.5533
57,gp,0.4936,0.5533
58,gp,0.54984,0.5533
59,gp,0.53815,0.5533
60,gp,0.54454,0.5533
61,gp,0.53538,0.5533
62,gp,0.49631,0.5533
63,gp,0.55651,0.55651
64,gp,0.47745,0.55651
65,gp,0.55262,0.55651
66,gp,0.54598,0.55651
67,gp,0.54897,0.55651
68,gp,0.5443,0.55651
69,gp,0.53985,0.55651
70,gp,0.55284,0.55651
71,gp,0.54938,0.55651
72,gp,0.54629,0.55651
73,gp,0.54998,0.55651
74,gp,0.55411,0.55651
75,gp,0.55529,0.55651
76,gp,0.55331,0.55651
77,gp,0.55122,0.55651
78,gp,0.54517,0.55651
79,gp,0.55599,0.55651
80,gp,0.55372,0.55651
81,gp,0.54711,0.55651
82,gp,0.55217,0.55651
83,gp,0.55194,0.55651
84,gp,0.54732,0.55651
85,gp,0.54399,0.55651
86,gp,0.5382,0.55651
87,gp,0.55733,0.55733
88,gp,0.53488,0.55733
89,gp,0.5442,0.55733
90,gp,0.54816,0.55733
91,gp,0.55188,0.55733
92,gp,0.54332,0.55733
93,gp,0.5473,0.55733
94,gp,0.50258,0.55733
95,gp,0.54758,0.55733
96,gp,0.54786,0.55733
97,gp,0.55186,0.55733
98,gp,0.49497,0.55733
99,gp,0.55753,0.55753
100,gp,0.47071,0.55753
101,gp,0.5521,0.55753
102,gp,0.55121,0.55753
103,gp,0.55203,0.55753
104,gp,0.55205,0.55753
105,gp,0.48635,0.55753
106,gp,0.55218,0.55753
107,gp,0.55085,0.55753
108,gp,0.48214,0.55753
109,gp,0.54694,0.55753
110,gp,0.54473,0.55753
111,gp,0.55076,0.55753
112,gp,0.48767,0.55753
113,gp,0.55043,0.55753
114,gp,0.53553,0.55753
115,gp,0.54959,0.55753
116,gp,0.55085,0.55753
117,gp,0.54583,0.55753
118,gp,0.46915,0.55753
119,gp,0.54589,0.55753
120,gp,0.52995,0.55753
