step,phase,J,best_so_far
1,random,0.51353,0.51353
2,random,0.51539,0.51539
3,random,0.41555,0.51539
4,random,0.47599,0.51539
5,random,0.20494,0.51539
6,random,0.47936,0.51539
7,random,0.51926,0.51926
8,random,0.5084,0.51926
9,random,0.52727,0.52727
10,random,0.5399,0.5399
11,random,0.48064,0.5399
12,random,0.36469,0.5399
13,random,0.31346,0.5399
14,random,0.41203,0.5399
15,random,0.53636,0.5399
16,random,0.47681,0.5399
17,random,0.52385,0.5399
18,random,0.53673,0.5399
19,random,0.47276,0.5399
20,random,0.40507,0.5399
21,random,0.47666,0.5399
22,random,0.45866,0.5399
23,random,0.36437,0.5399
24,random,0.53197,0.5399
25,random,0.37651,0.5399
26,random,0.4783,0.5399
27,random,0.47419,0.5399
28,random,0.41256,0.5399
29,random,0.46013,0.5399
30,random,0.52394,0.5399
31,random,0.36466,0.5399
32,random,0.35896,0.5399
33,random,0.52601,0.5399
34,random,0.42133,0.5399
35,random,0.36224,0.5399
36,random,0.47288,0.5399
37,random,0.52724,0.5399
38,random,0.52756,0.5399
39,random,0.31847,0.5399
40,random,0.52436,0.5399
41,gp,0.5367,0.5399
42,gp,0.53796,0.5399
43,gp,0.53105,0.5399
44,gp,0.53221,0.5399
45,gp,0.48257,0.5399
46,gp,0.49158,0.5399
47,gp,0.52345,0.5399
48,gp,0.48789,0.5399
49,gp,0.47683,0.5399
50,gp,0.48125,0.5399
51,gp,0.53464,0.5399
52,gp,0.52981,0.5399
53,gp,0.53404,0.5399
54,gp,0.5313,0.5399
55,gp,0.37888,0.5399
56,gp,0.53644,0.5399
57,gp,0.54156,0.54156
58,gp,0.47835,0.54156
59,gp,0.53306,0.54156
60,gp,0.53365,0.54156
61,gp,0.53467,0.54156
62,gp,0.54268,0.54268
63,gp,0.53794,0.54268
64,gp,0.54,0.54268
65,gp,0.49057,0.54268
66,gp,0.52747,0.54268
67,gp,0.53704,0.54268
68,gp,0.53494,0.54268
69,gp,0.48749,0.54268
70,gp,0.54173,0.54268
71,gp,0.47272,0.54268
72,gp,0.54343,0.54343
73,gp,0.48746,0.54343
74,gp,0.54036,0.54343
75,gp,0.53357,0.54343
76,gp,0.53413,0.54343
77,gp,0.54114,0.54343
78,gp,0.53237,0.54343
79,gp,0.54195,0.54343
80,gp,0.53545,0.54343
81,gp,0.53271,0.54343
82,gp,0.47942,0.54343
83,gp,0.53182,0.54343
84,gp,0.53909,0.54343
85,gp,0.54076,0.54343
86,gp,0.53249,0.54343
87,gp,0.53947,0.54343
88,gp,0.53952,0.54343
89,gp,0.52853,0.54343
90,gp,0.53517,0.54343
91,gp,0.54373,0.54373
92,gp,0.53627,0.54373
93,gp,0.53747,0.54373
94,gp,0.48295,0.54373
95,gp,0.53908,0.54373
96,gp,0.53219,0.54373
97,gp,0.48864,0.54373
98,gp,0.37992,0.54373
99,gp,0.37257,0.54373
100,gp,0.4888,0.54373
101,gp,0.53231,0.54373
102,gp,0.53392,0.54373
103,gp,0.48041,0.54373
104,gp,0.53217,0.54373
105,gp,0.53914,0.54373
106,gp,0.5375,0.54373
107,gp,0.52595,0.54373
108,gp,0.5364,0.54373
109,gp,0.54116,0.54373
110,gp,0.53215,0.54373
111,gp,0.54003,0.54373
112,gp,0.53558,0.54373
113,gp,0.5351,0.54373
114,gp,0.52375,0.54373
115,gp,0.53072,0.54373
116,gp,0.48217,0.54373
117,gp,0.49341,0.54373
118,gp,0.411,0.54373
119,gp,0.54111,0.54373
120,gp,0.49551,0.54373
