step,phase,J,best_so_far
1,random,-0.17705,-0.17705
2,random,-0.1641,-0.1641
3,random,-0.15931,-0.15931
4,random,-0.17194,-0.15931
5,random,-0.22755,-0.15931
6,random,-0.15201,-0.15201
7,random,-0.17013,-0.15201
8,random,-0.16129,-0.15201
9,random,-0.10583,-0.10583
10,random,-0.1727,-0.10583
11,random,-0.18546,-0.10583
12,random,-0.20169,-0.10583
13,random,-0.20039,-0.10583
14,random,-0.18303,-0.10583
15,random,-0.16584,-0.10583
16,random,-0.13763,-0.10583
17,random,-0.13678,-0.10583
18,random,-0.15649,-0.10583
19,random,-0.18057,-0.10583
20,random,-0.18151,-0.10583
21,random,-0.20066,-0.10583
22,random,-0.19129,-0.10583
23,random,-0.18862,-0.10583
24,random,-0.14751,-0.10583
25,random,-0.20738,-0.10583
26,random,-0.16935,-0.10583
27,random,-0.19182,-0.10583
28,random,-0.17006,-0.10583
29,random,-0.14646,-0.10583
30,random,-0.15309,-0.10583
31,random,-0.20224,-0.10583
32,random,-0.23584,-0.10583
33,random,-0.1744,-0.10583
34,random,-0.12455,-0.10583
35,random,-0.20237,-0.10583
36,random,-0.15181,-0.10583
37,random,-0.1863,-0.10583
38,random,-0.14895,-0.10583
39,random,-0.27011,-0.10583
40,random,-0.14786,-0.10583
41,gp,-0.11956,-0.10583
42,gp,-0.16722,-0.10583
43,gp,-0.12862,-0.10583
44,gp,-0.152,-0.10583
45,gp,-0.13375,-0.10583
46,gp,-0.16193,-0.10583
47,gp,-0.12467,-0.10583
48,gp,-0.15042,-0.10583
49,gp,-0.08694,-0.08694
50,gp,-0.15336,-0.08694
51,gp,-0.14375,-0.08694
52,gp,-0.14591,-0.08694
53,gp,-0.15675,-0.08694
54,gp,-0.10272,-0.08694
55,gp,-0.12322,-0.08694
56,gp,-0.11323,-0.08694
57,gp,-0.15111,-0.08694
58,gp,-0.17676,-0.08694
59,gp,-0.11797,-0.08694
60,gp,-0.11099,-0.08694
61,gp,-0.14016,-0.08694
62,gp,-0.1311,-0.08694
63,gp,-0.10661,-0.08694
64,gp,-0.14739,-0.08694
65,gp,-0.12794,-0.08694
66,gp,-0.1506,-0.08694
67,gp,-0.20308,-0.08694
68,gp,-0.16497,-0.08694
69,gp,-0.11326,-0.08694
70,gp,-0.13572,-0.08694
71,gp,-0.14968,-0.08694
72,gp,-0.13602,-0.08694
73,gp,-0.14279,-0.08694
74,gp,-0.11134,-0.08694
75,gp,-0.09497,-0.08694
76,gp,-0.14196,-0.08694
77,gp,-0.18127,-0.08694
78,gp,-0.11046,-0.08694
79,gp,-0.15602,-0.08694
80,gp,-0.11512,-0.08694
81,gp,-0.17267,-0.08694
82,gp,-0.11724,-0.08694
83,gp,-0.12193,-0.08694
84,gp,-0.10786,-0.08694
85,gp,-0.11651,-0.08694
86,gp,-0.20342,-0.08694
87,gp,-0.13811,-0.08694
88,gp,-0.12799,-0.08694
89,gp,-0.12577,-0.08694
90,gp,-0.15846,-0.08694
91,gp,-0.14035,-0.08694
92,gp,-0.14928,-0.08694
93,gp,-0.10546,-0.08694
94,gp,-0.13309,-0.08694
95,gp,-0.18207,-0.08694
96,gp,-0.13555,-0.08694
97,gp,-0.13276,-0.08694
98,gp,-0.12119,-0.08694
99,gp,-0.11132,-0.08694
100,gp,-0.20796,-0.08694
101,gp,-0.11446,-0.08694
102,gp,-0.14585,-0.08694
103,gp,-0.14435,-0.08694
104,gp,-0.19009,-0.08694
105,gp,-0.11312,-0.08694
106,gp,-0.09045,-0.08694
107,gp,-0.12081,-0.08694
108,gp,-0.14584,-0.08694
109,gp,-0.11755,-0.08694
110,gp,-0.11445,-0.08694
111,gp,-0.1886,-0.08694
112,gp,-0.18784,-0.08694
113,gp,-0.09803,-0.08694
114,gp,-0.12884,-0.08694
115,gp,-0.10255,-0.08694
116,gp,-0.13416,-0.08694
117,gp,-0.10038,-0.08694
118,gp,-0.14426,-0.08694
119,gp,-0.12585,-0.08694
120,gp,-0.15845,-0.08694
