step,phase,J,best_so_far
1,random,-0.21919,-0.21919
2,random,-0.21963,-0.21919
3,random,-0.20036,-0.20036
4,random,-0.21446,-0.20036
5,random,-0.26429,-0.20036
6,random,-0.2121,-0.20036
7,random,-0.22241,-0.20036
8,random,-0.2219,-0.20036
9,random,-0.18082,-0.18082
10,random,-0.20856,-0.18082
11,random,-0.24132,-0.18082
12,random,-0.20775,-0.18082
13,random,-0.24727,-0.18082
14,random,-0.21973,-0.18082
15,random,-0.2346,-0.18082
16,random,-0.21348,-0.18082
17,random,-0.21174,-0.18082
18,random,-0.21547,-0.18082
19,random,-0.21832,-0.18082
20,random,-0.23037,-0.18082
21,random,-0.24045,-0.18082
22,random,-0.18778,-0.18082
23,random,-0.21724,-0.18082
24,random,-0.21748,-0.18082
25,random,-0.2172,-0.18082
26,random,-0.1959,-0.18082
27,random,-0.24238,-0.18082
28,random,-0.20842,-0.18082
29,random,-0.18363,-0.18082
30,random,-0.22041,-0.18082
31,random,-0.22289,-0.18082
32,random,-0.2605,-0.18082
33,random,-0.2358,-0.18082
34,random,-0.17779,-0.17779
35,random,-0.20885,-0.17779
36,random,-0.20105,-0.17779
37,random,-0.23921,-0.17779
38,random,-0.21935,-0.17779
39,random,-0.23529,-0.17779
40,random,-0.20817,-0.17779
41,gp,-0.20356,-0.17779
42,gp,-0.20303,-0.17779
43,gp,-0.23771,-0.17779
44,gp,-0.18278,-0.17779
45,gp,-0.20573,-0.17779
46,gp,-0.19743,-0.17779
47,gp,-0.16905,-0.16905
48,gp,-0.19031,-0.16905
49,gp,-0.20452,-0.16905
50,gp,-0.17012,-0.16905
51,gp,-0.19409,-0.16905
52,gp,-0.17991,-0.16905
53,gp,-0.19274,-0.16905
54,gp,-0.19853,-0.16905
55,gp,-0.17707,-0.16905
56,gp,-0.19081,-0.16905
57,gp,-0.17744,-0.16905
58,gp,-0.1685,-0.1685
59,gp,-0.19162,-0.1685
60,gp,-0.18571,-0.1685
61,gp,-0.18638,-0.1685
62,gp,-0.17071,-0.1685
63,gp,-0.20566,-0.1685
64,gp,-0.20654,-0.1685
65,gp,-0.19799,-0.1685
66,gp,-0.18632,-0.1685
67,gp,-0.1901,-0.1685
68,gp,-0.16779,-0.16779
69,gp,-0.21862,-0.16779
70,gp,-0.1932,-0.16779
71,gp,-0.20086,-0.16779
72,gp,-0.17009,-0.16779
73,gp,-0.21178,-0.16779
74,gp,-0.17289,-0.16779
75,gp,-0.20395,-0.16779
76,gp,-0.19011,-0.16779
77,gp,-0.17477,-0.16779
78,gp,-0.17449,-0.16779
79,gp,-0.18131,-0.16779
80,gp,-0.19826,-0.16779
81,gp,-0.17133,-0.16779
82,gp,-0.19785,-0.16779
83,gp,-0.17538,-0.16779
84,gp,-0.16891,-0.16779
85,gp,-0.16174,-0.16174
86,gp,-0.19095,-0.16174
87,gp,-0.20191,-0.16174
88,gp,-0.21434,-0.16174
89,gp,-0.17874,-0.16174
90,gp,-0.19529,-0.16174
91,gp,-0.1945,-0.16174
92,gp,-0.19322,-0.16174
93,gp,-0.249,-0.16174
94,gp,-0.18231,-0.16174
95,gp,-0.23633,-0.16174
96,gp,-0.19947,-0.16174
97,gp,-0.20355,-0.16174
98,gp,-0.20807,-0.16174
99,gp,-0.19144,-0.16174
100,gp,-0.17483,-0.16174
101,gp,-0.16184,-0.16174
102,gp,-0.17465,-0.16174
103,gp,-0.17876,-0.16174
104,gp,-0.19349,-0.16174
105,gp,-0.16769,-0.16174
106,gp,-0.18123,-0.16174
107,gp,-0.18304,-0.16174
108,gp,-0.17709,-0.16174
109,gp,-0.18806,-0.16174
110,gp,-0.2102,-0.16174
111,gp,-0.16939,-0.16174
112,gp,-0.17745,-0.16174
113,gp,-0.16604,-0.16174
114,gp,-0.2042,-0.16174
115,gp,-0.18156,-0.16174
116,gp,-0.21581,-0.16174
117,gp,-0.14904,-0.14904
118,gp,-0.17778,-0.14904
119,gp,-0.17516,-0.14904
120,gp,-0.20234,-0.14904
