step,phase,J,best_so_far
1,random,0.55703,0.55703
2,random,0.49003,0.55703
3,random,0.50166,0.55703
4,random,0.54923,0.55703
5,random,0.5521,0.55703
6,random,0.55328,0.55703
7,random,0.53959,0.55703
8,random,0.55001,0.55703
9,random,0.55192,0.55703
10,random,0.55417,0.55703
11,random,0.54309,0.55703
12,random,0.48627,0.55703
13,random,0.47955,0.55703
14,random,0.5518,0.55703
15,random,0.55353,0.55703
16,random,0.55558,0.55703
17,random,0.55034,0.55703
18,random,0.56123,0.56123
19,random,0.55727,0.56123
20,random,0.55052,0.56123
21,random,0.55529,0.56123
22,random,0.48538,0.56123
23,random,0.47463,0.56123
24,random,0.4885,0.56123
25,random,0.56146,0.56146
26,random,0.55411,0.56146
27,random,0.49428,0.56146
28,random,0.54367,0.56146
29,random,0.48069,0.56146
30,random,0.54952,0.56146
31,random,0.55509,0.56146
32,random,0.55679,0.56146
33,random,0.55094,0.56146
34,random,0.54925,0.56146
35,random,0.48728,0.56146
36,random,0.54492,0.56146
37,random,0.55304,0.56146
38,random,0.49047,0.56146
39,random,0.39078,0.56146
40,random,0.55063,0.56146
41,gp,0.55795,0.56146
42,gp,0.55655,0.56146
43,gp,0.55643,0.56146
44,gp,0.55549,0.56146
45,gp,0.56076,0.56146
46,gp,0.55789,0.56146
47,gp,0.55373,0.56146
48,gp,0.55086,0.56146
49,gp,0.55436,0.56146
50,gp,0.55788,0.56146
51,gp,0.51087,0.56146
52,gp,0.56254,0.56254
53,gp,0.55569,0.56254
54,gp,0.55469,0.56254
55,gp,0.55339,0.56254
56,gp,0.55128,0.56254
57,gp,0.5523,0.56254
58,gp,0.55209,0.56254
59,gp,0.55652,0.56254
60,gp,0.50502,0.56254
61,gp,0.55502,0.56254
62,gp,0.55419,0.56254
63,gp,0.55106,0.56254
64,gp,0.54979,0.56254
65,gp,0.56232,0.56254
66,gp,0.55714,0.56254
67,gp,0.55006,0.56254
68,gp,0.55187,0.56254
69,gp,0.55353,0.56254
70,gp,0.55837,0.56254
71,gp,0.55336,0.56254
72,gp,0.55242,0.56254
73,gp,0.49828,0.56254
74,gp,0.56115,0.56254
75,gp,0.49772,0.56254
76,gp,0.55637,0.56254
77,gp,0.39169,0.56254
78,gp,0.50247,0.56254
79,gp,0.55388,0.56254
80,gp,0.55569,0.56254
81,gp,0.55466,0.56254
82,gp,0.55452,0.56254
83,gp,0.55442,0.56254
84,gp,0.55156,0.56254
85,gp,0.55488,0.56254
86,gp,0.55592,0.56254
87,gp,0.55148,0.56254
88,gp,0.55389,0.56254
89,gp,0.55596,0.56254
90,gp,0.56083,0.56254
91,gp,0.55973,0.56254
92,gp,0.55347,0.56254
93,gp,0.55244,0.56254
94,gp,0.55568,0.56254
95,gp,0.55909,0.56254
96,gp,0.56059,0.56254
97,gp,0.5564,0.56254
98,gp,0.49816,0.56254
99,gp,0.55826,0.56254
100,gp,0.55155,0.56254
101,gp,0.55296,0.56254
102,gp,0.55743,0.56254
103,gp,0.56171,0.56254
104,gp,0.55712,0.56254
105,gp,0.54814,0.56254
106,gp,0.56033,0.56254
107,gp,0.55383,0.56254
108,gp,0.55564,0.56254
109,gp,0.55383,0.56254
110,gp,0.55096,0.56254
111,gp,0.49574,0.56254
112,gp,0.5603,0.56254
113,gp,0.55236,0.56254
114,gp,0.55111,0.56254
115,gp,0.55901,0.56254
116,gp,0.55636,0.56254
117,gp,0.5578,0.56254
118,gp,0.56071,0.56254
119,gp,0.54607,0.56254
120,gp,0.56109,0.56254
