step,phase,J,best_so_far
1,random,0.50494,0.50494
2,random,0.51855,0.51855
3,random,0.41231,0.51855
4,random,0.52458,0.52458
5,random,0.36896,0.52458
6,random,0.47689,0.52458
7,random,0.46578,0.52458
8,random,0.35274,0.52458
9,random,0.53233,0.53233
10,random,0.54624,0.54624
11,random,0.42095,0.54624
12,random,0.20829,0.54624
13,random,-0.35056,0.54624
14,random,0.4174,0.54624
15,random,0.53481,0.54624
16,random,0.52565,0.54624
17,random,0.52533,0.54624
18,random,0.48071,0.54624
19,random,0.52153,0.54624
20,random,0.45326,0.54624
21,random,0.42519,0.54624
22,random,0.47098,0.54624
23,random,0.20573,0.54624
24,random,0.42098,0.54624
25,random,0.4802,0.54624
26,random,0.52038,0.54624
27,random,0.47074,0.54624
28,random,0.47977,0.54624
29,random,-0.00771,0.54624
30,random,0.5252,0.54624
31,random,0.46209,0.54624
32,random,0.36904,0.54624
33,random,0.53331,0.54624
34,random,0.48621,0.54624
35,random,0.46878,0.54624
36,random,0.46671,0.54624
37,random,0.52918,0.54624
38,random,0.46916,0.54624
39,random,0.47791,0.54624
40,random,0.52341,0.54624
41,gp,0.54178,0.54624
42,gp,0.53578,0.54624
43,gp,0.43672,0.54624
44,gp,0.53864,0.54624
45,gp,0.49514,0.54624
46,gp,0.53275,0.54624
47,gp,0.48556,0.54624
48,gp,0.5359,0.54624
49,gp,0.48449,0.54624
50,gp,0.53577,0.54624
51,gp,0.49408,0.54624
52,gp,0.53385,0.54624
53,gp,0.53854,0.54624
54,gp,0.53582,0.54624
55,gp,0.5483,0.5483
56,gp,0.48276,0.5483
57,gp,0.47942,0.5483
58,gp,0.53444,0.5483
59,gp,0.48366,0.5483
60,gp,0.53859,0.5483
61,gp,0.53944,0.5483
62,gp,0.54195,0.5483
63,gp,0.47334,0.5483
64,gp,0.4842,0.5483
65,gp,0.53705,0.5483
66,gp,0.48277,0.5483
67,gp,0.46578,0.5483
68,gp,0.47439,0.5483
69,gp,0.53814,0.5483
70,gp,0.49102,0.5483
71,gp,0.48815,0.5483
72,gp,0.53458,0.5483
73,gp,0.48792,0.5483
74,gp,0.4861,0.5483
75,gp,0.53247,0.5483
76,gp,0.53687,0.5483
77,gp,0.46998,0.5483
78,gp,0.47856,0.5483
79,gp,0.54095,0.5483
80,gp,0.53342,0.5483
81,gp,0.536,0.5483
82,gp,0.53335,0.5483
83,gp,0.52913,0.5483
84,gp,0.54527,0.5483
85,gp,0.53728,0.5483
86,gp,0.47816,0.5483
87,gp,0.49065,0.5483
88,gp,0.54095,0.5483
89,gp,0.53592,0.5483
90,gp,0.5271,0.5483
91,gp,0.48519,0.5483
92,gp,0.54004,0.5483
93,gp,0.46431,0.5483
94,gp,0.53672,0.5483
95,gp,0.53336,0.5483
96,gp,0.52911,0.5483
97,gp,0.4812,0.5483
98,gp,0.53856,0.5483
99,gp,0.53675,0.5483
100,gp,0.48843,0.5483
101,gp,0.51998,0.5483
102,gp,0.55074,0.55074
103,gp,0.34422,0.55074
104,gp,0.54423,0.55074
105,gp,0.496,0.55074
106,gp,0.54895,0.55074
107,gp,0.53958,0.55074
108,gp,0.46082,0.55074
109,gp,0.4846,0.55074
110,gp,0.4952,0.55074
111,gp,0.54035,0.55074
112,gp,0.54246,0.55074
113,gp,0.47135,0.55074
114,gp,0.53843,0.55074
115,gp,0.53181,0.55074
116,gp,0.52434,0.55074
117,gp,0.53923,0.55074
118,gp,0.47822,0.55074
119,gp,0.54379,0.55074
120,gp,0.53714,0.55074
