step,phase,J,best_so_far
1,random,0.4804,0.4804
2,random,0.39088,0.4804
3,random,0.27581,0.4804
4,random,0.4881,0.4881
5,random,0.38863,0.4881
6,random,0.39496,0.4881
7,random,-0.4411,0.4881
8,random,-0.27413,0.4881
9,random,0.39116,0.4881
10,random,0.4777,0.4881
11,random,0.42939,0.4881
12,random,0.28207,0.4881
13,random,-0.45093,0.4881
14,random,-0.4581,0.4881
15,random,0.48005,0.4881
16,random,-0.02551,0.4881
17,random,0.35505,0.4881
18,random,-0.51828,0.4881
19,random,0.48144,0.4881
20,random,0.48762,0.4881
21,gp,0.49317,0.49317
22,gp,0.5016,0.5016
23,gp,0.49179,0.5016
24,gp,0.39045,0.5016
25,gp,0.49604,0.5016
26,gp,0.50015,0.5016
27,gp,0.55118,0.55118
28,gp,0.482,0.55118
29,gp,0.48211,0.55118
30,gp,0.38986,0.55118
31,gp,0.43173,0.55118
32,gp,0.4867,0.55118
33,gp,0.3933,0.55118
34,gp,0.48959,0.55118
35,gp,0.49196,0.55118
36,gp,0.39303,0.55118
37,gp,0.36957,0.55118
38,gp,0.4877,0.55118
39,gp,0.47362,0.55118
40,gp,0.50284,0.55118
41,gp,0.55226,0.55226
42,gp,0.39307,0.55226
43,gp,0.53846,0.55226
44,gp,0.3992,0.55226
45,gp,0.54238,0.55226
46,gp,0.49219,0.55226
47,gp,0.54552,0.55226
48,gp,0.32293,0.55226
49,gp,0.55457,0.55457
50,gp,0.52603,0.55457
51,gp,0.54357,0.55457
52,gp,0.4963,0.55457
53,gp,0.40616,0.55457
54,gp,0.49957,0.55457
55,gp,0.49356,0.55457
56,gp,0.38919,0.55457
57,gp,0.35215,0.55457
58,gp,0.38392,0.55457
59,gp,0.4812,0.55457
60,gp,0.50343,0.55457
61,gp,-0.49667,0.55457
62,gp,0.39227,0.55457
63,gp,0.34576,0.55457
64,gp,0.49637,0.55457
65,gp,0.52958,0.55457
66,gp,0.45569,0.55457
67,gp,0.53913,0.55457
68,gp,0.17446,0.55457
69,gp,0.55354,0.55457
70,gp,0.48356,0.55457
71,gp,0.37711,0.55457
72,gp,0.50619,0.55457
73,gp,0.28486,0.55457
74,gp,0.40011,0.55457
75,gp,0.38669,0.55457
76,gp,0.53749,0.55457
77,gp,0.40304,0.55457
78,gp,0.39076,0.55457
79,gp,0.49053,0.55457
80,gp,0.34888,0.55457
