step,phase,J,best_so_far
1,random,-0.30232,-0.30232
2,random,-0.51256,-0.30232
3,random,-0.51857,-0.30232
4,random,-0.4636,-0.30232
5,random,-0.45096,-0.30232
6,random,-0.45863,-0.30232
7,random,-0.52522,-0.30232
8,random,-0.52254,-0.30232
9,random,-0.46891,-0.30232
10,random,-0.25608,-0.25608
11,random,-0.47757,-0.25608
12,random,-0.46079,-0.25608
13,random,-0.51508,-0.25608
14,random,-0.51983,-0.25608
15,random,-0.51563,-0.25608
16,random,-0.51995,-0.25608
17,random,-0.51568,-0.25608
18,random,-0.52074,-0.25608
19,random,-0.52401,-0.25608
20,random,-0.20226,-0.20226
21,gp,-0.45922,-0.20226
22,gp,-0.45273,-0.20226
23,gp,-0.46011,-0.20226
24,gp,-0.51029,-0.20226
25,gp,-0.52821,-0.20226
26,gp,-0.45575,-0.20226
27,gp,-0.4535,-0.20226
28,gp,-0.30093,-0.20226
29,gp,-0.30824,-0.20226
30,gp,-0.45666,-0.20226
31,gp,-0.05038,-0.05038
32,gp,0.01202,0.01202
33,gp,-0.46413,0.01202
34,gp,-0.51068,0.01202
35,gp,-0.51953,0.01202
36,gp,-0.31058,0.01202
37,gp,0.14266,0.14266
38,gp,-0.15934,0.14266
39,gp,-0.46447,0.14266
40,gp,-0.45892,0.14266
41,gp,-0.51196,0.14266
42,gp,-0.41668,0.14266
43,gp,-0.25276,0.14266
44,gp,-0.46026,0.14266
45,gp,-0.52147,0.14266
46,gp,-0.30301,0.14266
47,gp,-0.35815,0.14266
48,gp,-0.52018,0.14266
49,gp,-0.00875,0.14266
50,gp,-0.16155,0.14266
51,gp,-0.46289,0.14266
52,gp,-0.36696,0.14266
53,gp,-0.45608,0.14266
54,gp,-0.35292,0.14266
55,gp,-0.51877,0.14266
56,gp,0.05028,0.14266
57,gp,-0.36425,0.14266
58,gp,-0.35952,0.14266
59,gp,-0.14406,0.14266
60,gp,-0.51375,0.14266
61,gp,0.24865,0.24865
62,gp,0.0067,0.24865
63,gp,-0.20365,0.24865
64,gp,-0.04368,0.24865
65,gp,-0.15859,0.24865
66,gp,0.14644,0.24865
67,gp,-0.16169,0.24865
68,gp,0.35006,0.35006
69,gp,-0.00084,0.35006
70,gp,-0.26096,0.35006
71,gp,0.0581,0.35006
72,gp,-0.2594,0.35006
73,gp,-0.25892,0.35006
74,gp,0.00513,0.35006
75,gp,-0.26203,0.35006
76,gp,-0.30729,0.35006
77,gp,-0.04808,0.35006
78,gp,0.05687,0.35006
79,gp,-0.40423,0.35006
80,gp,-0.40351,0.35006
