step,phase,J,best_so_far
1,random,0.47155,0.47155
2,random,0.51349,0.51349
3,random,0.52304,0.52304
4,random,0.52097,0.52304
5,random,0.52603,0.52603
6,random,0.53079,0.53079
7,random,0.46899,0.53079
8,random,0.45985,0.53079
9,random,0.48064,0.53079
10,random,0.53532,0.53532
11,random,0.46917,0.53532
12,random,0.31325,0.53532
13,random,0.50762,0.53532
14,random,0.46499,0.53532
15,random,0.53084,0.53532
16,random,0.47406,0.53532
17,random,0.53215,0.53532
18,random,0.53694,0.53694
19,random,0.53019,0.53694
20,random,0.37207,0.53694
21,gp,0.53068,0.53694
22,gp,0.47276,0.53694
23,gp,0.47592,0.53694
24,gp,0.54049,0.54049
25,gp,0.53178,0.54049
26,gp,0.53837,0.54049
27,gp,0.48651,0.54049
28,gp,0.53772,0.54049
29,gp,0.53926,0.54049
30,gp,0.53935,0.54049
31,gp,0.53711,0.54049
32,gp,0.4864,0.54049
33,gp,0.53578,0.54049
34,gp,0.53849,0.54049
35,gp,0.5354,0.54049
36,gp,0.54161,0.54161
37,gp,0.48382,0.54161
38,gp,0.4245,0.54161
39,gp,0.49198,0.54161
40,gp,0.49086,0.54161
41,gp,0.54003,0.54161
42,gp,0.48716,0.54161
43,gp,0.5367,0.54161
44,gp,0.53831,0.54161
45,gp,0.48306,0.54161
46,gp,0.48496,0.54161
47,gp,0.5317,0.54161
48,gp,0.47855,0.54161
49,gp,0.53872,0.54161
50,gp,0.54013,0.54161
51,gp,0.48766,0.54161
52,gp,0.53653,0.54161
53,gp,0.53695,0.54161
54,gp,0.48465,0.54161
55,gp,0.48799,0.54161
56,gp,0.5315,0.54161
57,gp,0.53038,0.54161
58,gp,0.52929,0.54161
59,gp,0.48076,0.54161
60,gp,0.53715,0.54161
61,gp,0.53845,0.54161
62,gp,0.53722,0.54161
63,gp,0.53802,0.54161
64,gp,0.5318,0.54161
65,gp,0.53161,0.54161
66,gp,0.48461,0.54161
67,gp,0.53368,0.54161
68,gp,0.48695,0.54161
69,gp,0.53515,0.54161
70,gp,0.42943,0.54161
71,gp,0.53618,0.54161
72,gp,0.53486,0.54161
73,gp,0.53483,0.54161
74,gp,0.4771,0.54161
75,gp,0.5359,0.54161
76,gp,0.54056,0.54161
77,gp,0.43663,0.54161
78,gp,0.47375,0.54161
79,gp,0.53385,0.54161
80,gp,0.53242,0.54161
